"College_code","Dept","1G","1K","1R","2AG","2AK","2AR","2BG","2BK","2BR","3AG","3AK","3AR","3BG","3BK","3BR","GM","GMK","GMR","SCG","SCK","SCR","STG","STK","STR"
"E001","AI","19290","--","--","10208","23070","14859","11219","--","--","5912","--","15254","5977","--","--","5891","7512","13336","29638","53754","30827","16716","--","20891"
"E001","CV","85688","--","93078","69783","75697","95973","83592","--","96030","53856","--","63267","59545","--","60337","41380","57100","58101","75535","76748","87304","42512","--","--"
"E001","CS","3151","--","--","4133","8767","5345","9313","--","--","3263","--","--","3932","--","--","2579","7054","5048","16140","16694","23646","11788","--","13006"
"E001","EC","14623","18177","25952","12355","--","18461","16731","--","17724","8814","--","14305","10460","14951","13993","8474","11650","13808","35191","--","40847","19814","--","--"
"E001","EE","28873","--","--","32458","--","45902","25644","89944","--","23360","45607","--","26953","--","28813","18916","29031","28175","47675","--","49077","31406","--","--"
"E001","IS","7477","--","--","7384","--","11255","10273","--","--","5121","--","--","4702","--","--","4304","6566","5951","25719","--","30896","13016","17615","14699"
"E001","ME","101314","--","--","94040","115084","141557","80818","--","115545","51521","--","82218","61271","109399","84367","43447","59959","76682","132354","149497","169571","84043","--","--"
"E002","CV","109873","--","--","128807","--","162869","103601","--","--","87836","--","--","88188","--","103994","80554","99399","101023","106560","137427","109757","104710","--","--"
"E002","CS","21682","--","--","21326","31176","21503","22494","--","28071","16143","--","22296","17379","--","--","15092","21397","19096","34605","--","43113","23879","--","--"
"E002","EC","44174","--","--","33910","36276","41407","56237","--","--","32874","--","--","33118","--","--","26495","28887","30976","46375","109435","50279","28759","--","62027"
"E002","ST","110116","--","--","102542","--","--","--","--","--","--","--","--","135518","--","--","79658","121845","111754","122708","--","--","128822","--","--"
"E002","TX","116908","--","--","151329","--","--","144354","--","--","103504","--","--","137766","155803","--","100403","--","118216","155224","--","--","--","--","--"
"E003","CV","44031","--","124660","65253","151829","--","55425","--","--","33955","--","--","40490","--","83239","27793","38065","42321","71265","86971","137114","45047","--","--"
"E003","EC","3676","--","--","7316","--","8432","6382","--","--","2705","--","9568","5081","9275","--","2595","6222","7022","23400","--","40824","16899","--","--"
"E003","EE","14659","--","--","19339","--","28879","24490","--","--","11708","--","27360","15153","37545","26047","11188","21856","23192","28822","--","51005","41005","--","--"
"E003","IM Ind. Engg.
Mgmt.","97914","--","--","144109","--","--","68968","--","--","55006","--","95006","54429","--","--","34923","91360","92980","153834","--","168129","90666","--","--"
"E003","ME","60619","--","--","58338","--","--","15149","175764","163613","24814","--","--","30213","--","--","14398","34809","29546","111211","--","--","36374","--","--"
"E004","CV","128956","--","--","177834","--","--","--","--","--","95767","--","--","86384","--","154814","79807","107186","112080","128879","159082","164964","131591","--","--"
"E004","CS","12114","--","22237","14140","--","17816","11827","--","--","10284","--","--","10810","19034","18395","10234","16776","12690","31060","--","41239","18470","--","--"
"E004","EC","28351","--","29503","26528","27239","38666","29303","--","112649","22249","--","--","22709","--","29897","17981","26200","20946","45123","50041","73202","45314","--","--"
"E004","EE","40008","--","--","61847","105425","78543","49806","--","112013","45305","--","49297","55308","--","--","38646","42229","45009","51283","80208","74612","62044","--","--"
"E004","EI Elec. Inst.
Engg","67755","--","--","138497","--","--","142400","--","--","72514","--","96741","95638","--","144625","64457","64924","92927","130599","--","--","95407","--","--"
"E004","ET Elec.
Telecommn. Engg.","59551","--","--","75179","--","115706","113434","--","--","53378","68092","--","56201","--","--","43639","52095","66395","106529","--","--","44171","--","--"
"E004","IM Ind. Engg.
Mgmt.","124878","--","--","158160","--","--","126653","--","--","131681","--","--","123568","--","--","115153","142126","145762","--","--","--","--","--","--"
"E004","ME","164949","--","--","--","--","--","151044","--","--","156309","--","--","167253","--","--","128373","174167","157305","176055","--","--","178724","--","--"
"E005","AI Artificial
Intelligence","1402","--","--","2161","--","2422","1075","--","--","1569","--","--","--","--","--","614","9577","2293","18881","--","36433","13649","--","--"
"E005","BT","16477","--","--","20855","--","--","21674","--","--","11301","--","--","7533","--","--","7456","75079","15968","31095","--","--","--","--","70811"
"E005","CV","25032","--","105831","50373","134668","58823","43893","--","--","27802","--","--","31532","--","40670","22445","29525","34541","35822","--","107892","41544","--","--"
"E005","CH","--","--","--","20317","--","--","--","--","--","--","--","--","11323","--","--","9180","--","15669","75473","--","--","45227","--","57361"
"E005","CS","593","--","3938","773","895","1051","650","--","1749","610","--","--","1003","--","1453","315","759","694","7102","7709","9123","3308","--","--"
"E005","EC","2582","--","7105","4030","6204","4528","4975","--","--","1864","--","4255","1576","--","5107","1303","2546","4193","11921","--","17093","7194","--","--"
"E005","EE","12789","--","--","14681","--","41855","15576","--","--","5062","--","--","6419","41481","--","4031","--","12067","17042","--","38031","--","--","--"
"E005","EI Elec. Inst.
Engg","17932","--","--","12380","--","26292","26506","--","--","9688","--","--","9176","--","--","6238","32168","16740","55902","--","--","--","--","--"
"E005","ET Elec.
Telecommn. Engg.","13919","--","--","8607","--","17299","5585","--","--","14501","--","--","8156","--","--","4737","13954","6284","30030","--","51704","10007","--","--"
"E005","IS","1627","--","--","1223","--","2155","1058","6949","--","1228","--","--","1015","--","--","430","--","882","11366","--","12986","--","--","--"
"E005","IM Ind. Engg.
Mgmt.","86631","--","--","53042","--","--","46437","--","--","46098","--","49981","35023","--","--","16132","94851","39797","70959","--","--","--","--","--"
"E005","ME","20903","--","--","26588","--","35887","15901","--","75643","18683","107009","--","8148","--","--","7801","27970","33930","62756","--","75462","40757","--","--"
"E005","SE Aero Space
Engg.","4228","--","--","15976","--","25213","9202","--","--","4716","--","--","9291","--","--","3510","--","13776","20089","28531","65673","--","--","--"
"E006","AD Artificial
Intel, Data Sc","7583","--","--","6567","--","14625","4513","--","--","3466","--","--","4161","--","--","2604","13823","6646","16091","--","55345","10156","--","--"
"E006","AI Artificial
Intelligence","--","--","--","6294","--","14162","5106","--","--","4563","--","--","3898","--","--","2235","--","6906","23226","47358","65811","15978","--","--"
"E006","BT","31831","--","--","17915","--","28273","24629","--","--","14096","--","--","15542","--","--","10843","51172","20775","39024","--","63042","--","--","--"
"E006","CA CS (AI, Machine
Learning)","3675","--","--","3320","18704","5943","3526","--","--","2036","--","--","1821","--","--","1293","--","2296","16172","--","44402","--","--","--"
"E006","CV","48351","--","--","97526","--","--","79934","--","--","41295","--","--","54090","--","61775","37289","54343","51160","63378","79183","99912","71824","--","--"
"E006","CH","45155","--","--","50626","--","--","47381","--","--","28353","--","--","28578","--","--","28213","--","71024","113596","--","--","54638","--","--"
"E006","CS","1024","--","--","2275","--","2328","1163","--","7549","989","--","--","1405","--","2707","962","1620","1666","7462","15974","11720","3549","--","--"
"E006","CY CS- Cyber
Security","3773","--","--","4152","--","--","2896","--","--","4491","--","--","3663","--","--","1913","3485","5152","21604","--","--","--","--","34285"
"E006","EC","6056","--","12481","6577","13829","8407","4192","--","--","4727","--","--","4138","--","--","3642","8178","8322","23339","--","35451","11503","--","--"
"E006","EE","15044","--","--","21623","--","44687","24098","--","--","8237","--","--","12585","--","--","7536","37626","12418","33327","40783","48319","--","--","--"
"E006","EI Elec. Inst.
Engg","26597","--","--","26252","--","55041","42673","--","--","16971","--","--","19005","--","--","15181","30467","33286","52951","--","76706","--","--","--"
"E006","ET Elec.
Telecommn. Engg.","22046","--","--","11150","--","--","26471","--","--","9181","--","35121","10202","89333","--","8707","24388","28300","75871","--","--","--","--","--"
"E006","IS","2423","11329","--","3904","--","8852","6761","--","9697","2285","--","--","2310","--","--","1670","9937","3126","16963","--","30699","13540","--","--"
"E006","IM Ind. Engg.
Mgmt.","120545","--","--","62888","--","--","63365","--","--","48581","--","--","36953","--","--","33998","--","77399","73808","--","--","149621","--","--"
"E006","MD","76064","--","--","30726","--","--","53364","--","--","45918","--","58921","29500","--","--","20385","119348","40613","141862","--","--","--","--","--"
"E006","ME","43826","--","--","58969","--","113093","43653","--","--","40075","--","59433","21981","--","50186","16760","39694","46148","64363","--","--","65684","--","--"
"E007","AE","20013","--","--","26274","--","--","33950","--","--","19516","--","--","18266","--","--","16707","22905","21831","28393","--","--","26141","--","61551"
"E007","AI Artificial
Intelligence","23405","--","--","10184","--","16092","9247","--","--","7038","--","--","5635","--","--","4547","--","12266","41344","84031","120910","--","--","--"
"E007","AU","100485","--","--","150032","--","--","99932","--","--","65705","--","--","--","--","--","65688","--","66277","88674","--","--","--","--","--"
"E007","BT","27781","--","--","28726","--","--","27407","--","--","20976","--","--","29636","--","--","16348","91728","53196","62103","--","--","31571","--","--"
"E007","CD Computer Sc.
and Design","16724","--","--","10664","--","21928","20046","--","--","10033","--","--","8193","36487","--","6957","--","14515","44584","--","46548","--","--","--"
"E007","CV","173994","--","--","167905","--","--","175880","--","--","114932","--","--","176082","--","--","96515","142643","176442","173058","--","--","166484","--","--"
"E007","CH","70695","--","--","113417","--","145635","80211","--","--","49328","--","--","72025","179286","--","42914","--","98915","162896","--","--","158109","--","--"
"E007","CS","7559","--","12880","8200","16088","9906","9506","--","14311","4535","--","--","5527","--","7799","3670","7187","7254","23130","32451","34631","10901","--","--"
"E007","EC","16586","--","27833","18482","42775","26195","21039","--","--","11238","--","19439","13342","--","20820","10800","16914","18037","42255","69078","89132","27480","--","--"
"E007","EE","41465","--","--","55560","--","68944","31252","--","56274","28094","--","--","37205","--","68912","27975","47131","40035","60935","--","140279","52697","54583","--"
"E007","EI Elec. Inst.
Engg","85410","--","--","86230","--","137351","101357","--","--","113780","--","--","44875","--","--","35495","--","69934","156443","--","--","--","--","--"
"E007","ET Elec.
Telecommn. Engg.","57894","--","--","52677","--","79617","53646","--","--","40103","--","133496","34847","--","88512","32103","60485","78793","81631","--","--","74902","--","--"
"E007","IS","8866","--","--","9387","--","10948","6926","26015","33122","6381","--","9197","5942","--","--","5305","20687","8953","30027","--","73766","16786","--","--"
"E007","MD","122015","--","--","106011","--","--","59046","--","--","88747","--","--","147519","--","--","55091","104133","135079","182606","--","--","78492","--","--"
"E007","ME","156870","--","--","181688","--","--","140641","--","--","112459","--","--","118110","--","--","78484","113464","163305","182217","--","--","134472","--","--"
"E008","AI Artificial
Intelligence","11131","--","--","11325","--","20586","11483","--","--","9292","--","--","9524","--","--","8463","24713","18098","39989","--","106501","--","--","--"
"E008","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180506","--","--","--","--","--","--","--","--"
"E008","CS","7323","--","20365","9088","17852","13289","11722","--","19059","4955","--","--","6013","--","8820","4482","12323","8723","24644","29971","28148","13883","--","--"
"E008","EC","25401","--","37032","19677","23233","24883","25010","--","--","12638","--","21735","14845","--","19154","12413","20851","19062","48298","49664","68505","32154","--","--"
"E008","EE","49842","--","--","51300","--","116790","36005","--","--","29939","--","--","48830","--","--","29737","66923","35196","66673","--","--","--","--","--"
"E008","EI Elec. Inst.
Engg","--","--","--","76141","--","111717","96653","--","--","62560","--","--","97269","--","133868","62507","--","105984","159173","--","--","79487","--","--"
"E008","ET Elec.
Telecommn. Engg.","130936","--","--","43676","--","--","87795","--","--","32592","--","--","40863","--","--","25127","86414","55126","100503","--","146434","--","--","--"
"E008","IS","10228","--","--","10593","--","15909","11901","--","47362","7304","16753","--","7475","--","--","6987","15443","9184","30377","--","68927","25835","--","32917"
"E008","IM Ind. Engg.
Mgmt.","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179104","--","--","--","--","--","--","--","--"
"E008","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178299","--","--","--","--","--","--","--","--"
"E009","BT","33251","--","--","18526","--","--","22405","--","--","9480","--","--","12058","--","--","8336","176920","25550","45932","--","--","--","--","99370"
"E009","CS","2154","6336","9590","2784","12339","5939","3446","--","6343","1393","--","4221","1665","7919","3656","763","5274","2629","13626","25588","26823","10879","--","11421"
"E009","EC","10304","--","11477","10090","19527","20963","16074","30134","17384","6047","--","9949","5987","--","11780","3072","11767","8734","29992","80843","39312","20092","--","--"
"E009","EE","26458","--","--","21849","--","32051","9158","--","--","9993","--","25939","21360","--","--","8272","39480","23403","42345","54766","111595","15325","165771","--"
"E009","ME","42636","--","--","74226","--","--","45358","--","--","40514","--","--","50478","--","--","20398","86228","165802","84156","--","--","35655","--","--"
"E011","AE","166545","--","--","171942","--","--","67994","--","88723","62310","--","103404","73851","--","--","61319","183152","88017","179115","--","--","105441","--","--"
"E011","AI Artificial
Intelligence","--","--","--","32568","--","--","32661","--","--","27865","--","--","--","--","--","27560","41215","43092","76716","--","--","52400","--","67098"
"E011","CD Computer Sc.
and Design","47359","--","--","48364","--","92212","40507","--","--","36033","--","--","54773","--","--","35560","80590","58771","103540","110360","--","--","--","--"
"E011","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","173437","--","--","--","--","--","--","--","--"
"E011","CH","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","171423","--","--","--","--","--","--","--","--"
"E011","CS","33592","--","42913","34356","45390","38051","27155","--","--","22159","--","--","21975","--","30177","20679","25724","28758","45469","50351","--","45710","--","--"
"E011","DS Comp. Sc. Engg-
Data Sc.","35430","--","--","43263","81795","--","37380","--","--","29865","--","51694","30537","--","--","28310","--","48737","75821","--","--","--","--","--"
"E011","EC","116965","--","121899","74014","--","142036","83782","--","--","54448","--","--","57347","83642","80248","46727","59331","72010","168373","--","178818","109727","--","--"
"E011","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","170693","--","--","--","--","--","--","--","--"
"E011","IS","39025","--","--","36960","--","43124","33967","--","38451","26668","--","--","26385","--","36356","25822","31782","35238","73441","--","96890","32157","--","--"
"E011","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180098","--","--","--","--","--","--","--","--"
"E011","OT","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181602","--","--","--","--","--","--","--","--"
"E011","SE Aero Space
Engg.","71419","--","--","140826","--","--","83064","--","161052","83394","--","--","74027","--","--","47423","--","69430","150447","--","--","70471","--","--"
"E012","BT","46750","--","--","36676","--","--","--","--","--","39650","--","--","33343","--","--","28046","56618","36946","64689","--","73653","86541","--","--"
"E012","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176975","--","--","--","--","--","--","--","--"
"E012","CS","14752","--","31809","12248","17159","15104","14531","--","--","9320","--","--","9122","--","14477","8689","12272","13274","27277","--","30691","17002","--","--"
"E012","EC","38082","--","--","24319","--","30003","39716","--","70509","21045","--","--","19051","--","--","17750","26625","28502","48370","90149","157745","34068","--","--"
"E012","EE","75888","--","--","97740","145114","--","87350","--","--","62276","--","--","87202","--","146220","56639","57018","74070","162645","--","--","61689","--","--"
"E012","IS","18534","--","--","15822","--","--","24341","--","--","11141","--","17715","10415","27717","--","10144","23302","14361","40627","--","--","--","--","--"
"E012","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181687","--","--","--","--","--","--","--","--"
"E012","TC","--","--","--","176140","--","--","129048","--","--","51358","--","--","77024","--","--","50310","--","125692","140863","--","--","--","--","--"
"E013","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","157841","--","--","--","--","--","--","--","--"
"E013","CS","114993","--","--","131307","--","--","75473","--","--","76730","--","--","119176","--","139259","74850","80537","99248","143312","--","--","127974","--","--"
"E013","EC","138161","--","--","182214","--","--","122871","--","--","125792","--","--","163416","--","--","118685","--","139564","151597","--","--","--","--","--"
"E013","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","141115","--","--","--","--","--","--","--","--"
"E013","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E014","AE","--","--","--","167194","--","--","144571","--","--","112718","--","--","166474","--","--","100901","176936","159583","182676","--","--","103665","--","--"
"E014","CA CS (AI, Machine
Learning)","116744","166034","--","67593","--","--","67356","--","--","46985","--","--","45315","--","--","43249","--","55389","82369","--","--","--","--","135449"
"E014","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","170928","--","--","--","--","--","--","--","--"
"E014","CK Civil Engg
(Kannada)","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E014","CS","41652","--","119950","48943","--","123612","34017","--","--","36462","--","--","45470","--","62748","28413","62901","38486","92042","95890","96829","41552","--","--"
"E014","EC","164507","--","--","159041","--","--","130161","--","156080","79276","--","114205","171785","--","--","74258","127636","113663","181514","--","--","142182","--","--"
"E014","IS","85344","--","--","64892","--","82684","53993","--","--","43228","93720","66241","74265","--","--","39808","92268","53688","77764","--","103290","62279","--","--"
"E014","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E014","SE Aero Space
Engg.","--","--","--","139002","--","--","126752","--","--","107476","--","--","101273","--","--","100302","--","151282","169219","--","--","103458","--","--"
"E015","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","183204","--","--","--","--","--","--","--","--"
"E015","CS","102596","--","--","112911","--","182832","98956","--","--","72283","--","--","85427","--","--","70027","96063","98092","104849","166637","177624","142259","--","--"
"E015","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181179","--","--","--","--","--","--","--","--"
"E015","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","173786","--","--","--","--","--","--","--","--"
"E015","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180889","--","--","--","--","--","--","--","--"
"E015","MN Mining
Engineering","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","172599","--","--","--","--","--","--","--","--"
"E016","AD Artificial
Intel, Data Sc","12037","--","--","16170","--","18581","23435","--","--","11666","--","--","11701","--","--","10369","22299","13902","34074","--","49216","--","--","--"
"E016","BT","--","--","--","51589","--","--","--","--","--","--","--","--","--","--","--","32586","--","58521","76991","--","--","112486","--","--"
"E016","CV","57901","--","--","76329","--","--","49780","--","--","45285","--","--","54738","--","--","42386","55568","97552","65324","--","--","53791","--","--"
"E016","CH","130628","--","--","114023","--","--","82033","--","--","70364","--","--","64945","--","--","63937","95199","115543","178069","--","--","--","--","--"
"E016","CS","10057","--","--","9212","--","16862","13237","--","--","6427","--","--","6901","--","11573","6274","7375","9309","22176","38043","33222","13717","--","--"
"E016","EC","26832","--","44449","19936","26257","22969","22274","--","--","13987","--","--","12645","--","18589","12583","15190","16229","34629","--","52491","24974","--","--"
"E016","EE","31072","--","--","34188","--","--","23808","--","--","24919","--","37588","33205","--","--","23239","--","24674","40913","--","--","--","--","--"
"E016","EI Elec. Inst.
Engg","34461","--","--","37523","--","62017","28629","--","--","28870","--","--","28501","--","--","28089","71158","31587","144248","--","--","--","--","--"
"E016","ET Elec.
Telecommn. Engg.","31682","--","--","31200","--","--","30887","--","--","30891","--","42103","21027","--","--","18678","37224","25268","44971","--","--","--","--","--"
"E016","IS","14482","--","31487","11797","--","--","19655","--","30295","8441","--","--","9128","--","--","8300","12937","12681","26523","--","--","--","--","--"
"E016","IM Ind. Engg.
Mgmt.","--","--","--","146819","--","--","151757","--","--","160434","--","--","102175","--","--","86667","--","146067","130261","--","--","--","--","--"
"E016","ME","156780","--","--","161222","--","--","172862","--","--","125514","135063","--","145245","--","--","77176","79241","132174","109923","--","--","104085","--","--"
"E017","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177891","--","--","--","--","--","--","--","--"
"E017","CS","39771","--","91570","45196","--","53424","33794","--","85298","30510","--","--","32152","48047","--","29832","35240","40460","71790","--","81167","37761","--","--"
"E017","EC","163775","--","--","91088","--","--","83461","--","--","58382","--","--","67477","--","122315","56542","81330","71421","113682","--","115665","84875","--","--"
"E017","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176342","--","--","--","--","--","--","--","--"
"E017","ET Elec.
Telecommn. Engg.","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","170359","--","--","--","--","--","--","--","--"
"E017","IS","70517","--","--","58284","144847","83381","58387","--","166578","54131","--","--","49091","--","63040","45506","55535","52330","77081","157261","82356","63688","--","--"
"E017","IM Ind. Engg.
Mgmt.","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","101211","--","--","--","--","--","--","--","--"
"E017","MD","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174303","--","--","--","--","--","--","--","--"
"E017","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175094","--","--","--","--","--","--","--","--"
"E018","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","183129","--","--","--","--","--","--","--","--"
"E018","CS","59475","--","--","71596","--","78526","56692","--","88109","57274","--","--","62875","--","--","51410","82637","66813","139502","150301","--","57102","--","--"
"E018","EC","--","--","--","160052","--","--","--","--","--","125959","--","--","158555","--","--","119463","141262","134020","179665","--","--","164699","--","--"
"E018","IS","102606","--","--","96977","--","--","84403","--","--","68314","--","--","71471","102533","--","62308","--","70413","179492","--","--","64486","--","--"
"E018","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","152923","--","--","--","--","--","--","--","--"
"E021","CV","39270","--","--","79132","--","--","97471","--","--","45642","--","--","41788","--","--","35125","73094","42098","72094","124496","83345","93159","--","--"
"E021","CS","2073","--","7878","3493","4455","4689","5212","--","--","2430","--","--","2569","--","7862","2044","3060","2935","19266","25164","27249","14655","--","--"
"E021","EC","9076","--","--","10702","16012","22098","13799","--","--","7977","--","9922","6240","--","--","5860","7693","7833","28132","66840","36832","15114","--","--"
"E021","EE","22276","--","--","32121","56100","94454","34909","--","--","20911","--","--","19085","--","66181","18218","55655","23359","41151","--","115638","24216","--","--"
"E021","EL Electronics,
Instr. Tech.","36396","--","--","27794","--","65498","35903","--","--","22592","--","52013","24879","120270","97607","20135","57307","40646","105587","--","46376","32725","--","--"
"E021","EN","--","--","--","--","--","--","--","--","--","168469","--","--","--","--","--","160958","--","--","181069","--","--","--","--","--"
"E021","IP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177519","--","--","--","--","--","--","--","--"
"E021","ME","87352","--","--","129585","--","--","58685","121585","--","42023","--","--","51169","--","--","37213","55696","59334","96189","110345","180803","104958","--","--"
"E021","PT","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178884","--","--","--","--","--","--","--","--"
"E022","CV","70253","--","159258","150668","--","--","69427","--","123318","83608","--","--","63724","--","119571","49596","76038","112315","122654","166103","--","83429","--","--"
"E022","EC","13924","25062","--","15079","--","22475","13724","--","--","9411","--","16263","10128","--","--","7827","14450","14314","28090","--","62340","15407","--","--"
"E022","EE","35390","--","--","33076","83229","55069","31645","--","106220","22881","--","--","26212","--","35087","22018","42061","24767","50406","128752","61193","41636","--","--"
"E022","IP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178227","--","--","--","--","--","--","--","--"
"E022","ME","137707","--","--","178921","--","--","77143","--","--","57637","--","84125","66036","73160","76447","43000","68934","58588","173814","--","--","116267","--","--"
"E023","AU","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","155800","--","--","--","--","--","--","--","--"
"E023","CV","176026","--","--","176623","--","--","159751","--","--","105556","--","--","163772","--","--","100628","140905","155192","165707","--","--","125833","--","--"
"E023","EC","38945","--","--","34961","47823","39129","33056","--","90421","23483","--","--","28840","--","--","22662","34304","25708","50221","--","76490","29336","--","--"
"E023","EE","48945","--","--","66382","--","82145","114388","--","--","35473","--","--","56451","--","148923","34988","37118","57258","76170","--","96836","82315","--","--"
"E023","IP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178476","--","--","--","--","--","--","--","--"
"E023","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182867","--","--","--","--","--","--","--","--"
"E024","CV","133184","--","--","169840","--","--","76847","--","--","75730","--","131570","158292","--","--","70535","97384","120046","166010","--","169968","159696","--","--"
"E024","EC","27661","--","--","36724","--","54771","27834","--","--","25223","--","33079","35487","65953","--","23681","59223","28640","58383","--","74775","40145","--","--"
"E024","EE","70068","76986","--","85257","--","92446","66679","--","--","47185","--","--","60483","--","--","43105","50929","50850","86353","--","91376","71226","--","106351"
"E024","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180958","--","--","--","--","--","--","--","--"
"E028","CD Computer Sc.
and Design","135728","--","--","119448","--","141306","103961","--","--","125916","--","--","114737","176130","--","95452","--","136584","168311","--","--","--","--","--"
"E028","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179726","--","--","--","--","--","--","--","--"
"E028","CS","70108","--","--","59414","--","--","68049","--","--","73983","--","109164","45559","--","--","40574","41061","61088","73068","--","--","--","--","--"
"E028","EA Agriculture
Engineering","--","--","--","137264","--","--","--","--","--","--","--","--","89545","--","--","77820","104759","111230","164413","--","--","125908","--","--"
"E028","EC","--","--","--","123184","--","130514","109973","--","--","139615","--","--","100061","--","--","88774","103637","99390","148724","--","--","--","--","--"
"E028","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","157588","--","--","--","--","--","--","--","--"
"E028","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E029","CS","81348","--","--","68238","--","115869","76837","--","--","85227","--","--","63063","--","--","60929","77683","82044","136678","--","173494","--","--","--"
"E029","EC","133971","--","--","152621","--","--","152518","--","--","132177","--","--","122936","--","131442","118949","--","121144","145239","--","--","--","--","--"
"E029","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E029","OT","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E029","RI","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","172180","--","--","--","--","--","--","--","--"
"E030","CV","40638","--","--","49329","--","169065","49257","--","--","43184","76360","--","34268","--","59753","33086","36813","47266","53189","--","99657","43308","--","--"
"E030","EC","9010","--","--","10380","--","12760","8312","--","--","8317","--","17709","8125","--","--","6939","9260","12286","28704","--","30062","19954","34361","--"
"E030","EE","30676","--","--","30002","--","38954","20975","50967","--","26478","--","33588","23923","--","--","20247","21588","29416","38474","--","126859","29675","--","--"
"E030","ME","53293","--","75937","61803","144345","--","41974","--","--","56494","--","--","54428","--","56660","36373","39048","55739","78765","94496","172138","47291","--","--"
"E031","CV","83358","--","--","109510","138714","160526","81464","--","--","102670","--","--","86329","--","160439","66217","70664","137455","176301","--","--","118291","--","--"
"E031","CS","20065","--","--","19924","--","22966","18150","--","28878","22625","--","--","17688","--","19673","16521","17700","18831","36453","--","40231","38891","51982","--"
"E031","EC","25203","--","52343","35183","36925","35443","33267","--","--","27720","--","37220","26149","--","--","24778","24918","27132","56215","103426","95558","36903","--","--"
"E031","EE","102602","--","--","62546","--","82223","84586","99627","--","77488","--","--","48542","--","--","45517","47043","76507","87739","--","--","102330","--","--"
"E031","IP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174160","--","--","--","--","--","--","--","--"
"E031","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182574","--","--","--","--","--","--","--","--"
"E032","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","137447","--","--","--","--","--","--","--","--"
"E032","CS","84726","--","--","91960","--","122252","74394","--","--","74770","--","--","76157","--","--","74103","--","86171","142917","--","--","--","--","--"
"E032","EC","--","--","--","--","--","--","--","--","--","--","--","--","174617","--","--","163028","163029","--","--","--","--","--","--","--"
"E032","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","109829","--","--","--","--","--","--","--","--"
"E032","TX","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","133583","--","--","--","--","--","--","--","--"
"E033","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","169544","--","--","--","--","--","--","--","--"
"E033","CS","97121","--","--","66428","--","--","54324","--","96427","65701","--","--","57622","--","--","52824","--","56161","84079","131818","--","--","--","--"
