"College_code","Dept","1G","1K","1R","2AG","2AK","2AR","2BG","2BK","2BR","3AG","3AK","3AR","3BG","3BK","3BR","GM","GMK","GMR","SCG","SCK","SCR","STG","STK","STR"
"E108","BT","--","--","--","90448","--","--","57224","--","--","57461","--","--","53651","--","--","46179","129085","141349","168673","--","--","56330","--","--"
"E108","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","165490","--","--","--","--","--","--","--","--"
"E108","CS","23715","--","50983","37926","63587","39715","31489","--","--","22458","--","--","23287","--","44368","21213","30277","32547","62006","--","66340","28052","--","--"
"E108","EC","49342","--","--","70668","--","129428","113236","--","--","47440","--","--","49336","--","--","46995","117720","87326","157400","--","160278","69969","--","--"
"E108","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181869","--","--","--","--","--","--","--","--"
"E108","IS","42797","79270","--","50816","--","59020","57661","--","--","28178","--","47568","29564","--","--","28050","46269","47232","78048","--","97574","38007","--","--"
"E109","AI Artificial
Intelligence","114202","--","--","143296","--","--","103084","--","--","90457","--","--","91223","--","--","89869","--","--","172798","--","--","--","--","--"
"E109","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E109","CS","106545","--","--","94089","124788","--","76620","--","181386","77841","--","--","94352","--","128321","68818","87569","121728","150941","178953","--","112995","--","--"
"E109","EC","--","--","--","179581","--","--","172227","--","--","--","--","--","--","--","--","167154","--","--","--","--","--","--","--","--"
"E109","IS","88136","--","--","120583","--","--","--","--","--","78997","--","136676","--","--","--","78723","--","131546","128560","--","--","124994","--","--"
"E109","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E111","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","173244","--","--","--","--","--","--","--","--"
"E111","CF CS(Artificial
Intel.)","--","--","--","71505","--","113795","71110","--","--","58278","--","--","59418","--","--","50276","--","100264","170731","--","--","71242","--","--"
"E111","CS","48902","--","67998","60043","120762","91212","48689","--","--","44909","--","--","61270","--","81211","41155","77033","57654","94235","--","130162","67995","--","--"
"E111","EC","168588","--","--","174860","--","--","150350","--","--","130150","--","--","174925","--","--","127545","163880","164203","177813","--","--","172781","--","--"
"E111","IS","49428","--","--","82390","--","107254","60957","--","175598","47519","--","--","63049","--","--","47374","89551","72621","97710","--","--","--","--","--"
"E111","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","111952","--","--","--","--","--","--","--","--"
"E112","AI Artificial
Intelligence","148079","--","--","108259","--","--","163529","--","--","--","--","--","--","--","--","81462","--","103104","--","--","--","138664","--","--"
"E112","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E112","CS","56612","--","--","83270","--","107469","87402","--","--","59606","--","--","73422","--","125801","55219","81927","85596","121247","--","--","87730","--","--"
"E112","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","168773","--","--","--","--","--","--","--","--"
"E112","IS","89148","--","--","91485","--","--","103785","--","--","--","--","144129","63819","--","--","63447","113416","88684","95779","--","--","--","--","--"
"E112","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E113","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E113","CS","100487","--","149561","107361","--","125605","96070","--","162968","76096","--","--","87176","--","143565","67487","129671","87360","150682","--","--","97187","--","--"
"E113","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","183089","--","--","--","--","--","--","--","--"
"E113","IS","132356","--","--","110282","--","--","126335","--","--","88286","--","--","90795","--","--","86920","--","95653","181301","--","--","--","--","--"
"E113","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E114","AI Artificial
Intelligence","43040","--","--","65145","--","--","45965","--","--","41742","--","--","40926","--","--","40861","56902","49165","107185","--","--","--","--","--"
"E114","BT","112086","--","--","161723","--","--","100567","--","--","109003","--","--","82742","--","--","82481","102000","127095","133140","--","--","104314","--","--"
"E114","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178183","--","--","--","--","--","--","--","--"
"E114","CS","26680","--","--","35393","40681","50705","37443","--","65462","41412","--","--","28649","--","36431","26643","32651","35227","68509","--","78528","41270","--","--"
"E114","EC","85945","--","--","73032","--","--","57170","--","--","45672","--","--","44915","71064","67478","44371","57562","65920","106979","--","141405","69464","--","--"
"E114","EE","98726","--","--","157563","--","--","151457","--","--","172643","--","--","108860","--","--","89629","--","104011","163519","--","--","--","--","--"
"E114","IS","44850","--","--","38439","--","103951","39821","--","150278","41992","--","55450","33290","--","--","33103","--","41471","95759","--","--","--","--","--"
"E114","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176224","--","--","--","--","--","--","--","--"
"E114","RA Robotics and
Automation","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181706","--","--","--","--","--","--","--","--"
"E115","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","162635","--","--","--","--","--","--","--","--"
"E115","CS","32589","--","49074","28022","32261","36468","30005","--","--","16495","--","--","21943","--","29927","15427","25555","24200","47433","93417","55268","35010","--","--"
"E115","EC","41175","--","--","55969","--","100507","116852","--","--","34965","--","53227","39269","66535","--","33878","53788","44254","93199","--","148782","36734","--","--"
"E115","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182389","--","--","--","--","--","--","--","--"
"E115","IS","34330","--","--","31970","--","43201","40697","--","--","21790","--","--","22613","--","--","19949","42664","30118","74506","--","103443","39551","--","61740"
"E115","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176201","--","--","--","--","--","--","--","--"
"E116","CS","85796","--","--","102352","--","--","104809","--","--","25319","--","--","80800","--","--","67146","26155","92276","168303","--","--","81114","--","--"
"E116","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179776","--","--","--","--","--","--","--","--"
"E116","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E118","AI Artificial
Intelligence","23210","--","31662","28803","--","100680","27626","--","--","18828","--","--","24686","38582","38011","16719","31490","28061","82902","--","118082","64840","--","--"
"E118","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176339","--","--","--","--","--","--","--","--"
"E118","CS","11542","--","--","12590","27682","16356","16702","--","35326","8553","--","17087","9638","--","17973","7886","13756","15253","34735","57165","72032","24613","--","--"
"E118","DS Comp. Sc. Engg-
Data Sc.","23638","--","--","19722","--","51475","26661","--","--","15865","--","--","21757","--","--","13644","27623","30638","61087","--","--","--","--","--"
"E118","EC","38963","--","139831","33698","39654","55229","72776","--","--","21956","--","--","24111","--","35142","19946","34775","34360","78814","--","105201","51668","--","--"
"E118","EE","166813","--","--","158484","--","--","140204","--","--","84775","--","--","154343","--","--","67852","--","123017","165044","--","--","--","--","--"
"E118","EI Elec. Inst.
Engg","--","--","--","--","--","--","109776","--","--","125752","--","--","180518","--","--","105723","167345","165812","121662","--","--","--","--","--"
"E118","IS","16045","--","--","18874","42117","20783","24455","--","63031","12439","--","21055","12706","--","--","11770","20321","20534","50007","64351","62143","29455","--","34318"
"E118","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","164309","--","--","--","--","--","--","--","--"
"E119","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E119","CS","--","--","--","145494","--","--","107312","--","--","--","--","--","--","--","--","106576","--","115918","181625","--","--","--","--","--"
"E119","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178188","--","--","--","--","--","--","--","--"
"E119","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E120","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178938","--","--","--","--","--","--","--","--"
"E120","CS","119907","--","--","143088","--","--","122873","--","--","78521","--","--","80227","--","--","77815","--","119871","150726","--","--","--","--","--"
"E120","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181538","--","--","--","--","--","--","--","--"
"E120","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","162831","--","--","--","--","--","--","--","--"
"E121","AI Artificial
Intelligence","130689","--","--","--","--","--","177973","--","--","92930","--","--","99419","--","--","89123","154283","139300","165701","--","--","105171","--","--"
"E121","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","148575","--","--","--","--","--","--","--","--"
"E121","CS","99663","--","--","82100","--","82779","91082","--","--","62641","--","--","72090","--","97542","43640","50856","52700","158743","--","--","109753","--","--"
"E121","DS Comp. Sc. Engg-
Data Sc.","--","--","--","121456","--","122980","107487","--","--","149496","--","--","97137","--","--","68208","--","93602","--","--","--","93922","--","--"
"E121","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175407","--","--","--","--","--","--","--","--"
"E121","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","122510","--","--","--","--","--","--","--","--"
"E123","AI Artificial
Intelligence","76387","--","--","81777","--","--","81048","--","--","106386","--","--","83777","--","--","73974","--","147595","--","--","--","--","--","--"
"E123","CB Comp. Sc. and
Bus Sys.","125018","--","--","179907","--","--","117285","--","--","--","--","--","152220","--","--","93670","--","98052","--","--","--","--","--","--"
"E123","CD Computer Sc.
and Design","98224","--","--","181871","--","--","127921","--","--","--","--","--","92939","--","--","86268","93605","129670","--","--","--","--","--","--"
"E123","CS","46432","--","--","47981","50613","54964","41958","--","--","53469","--","--","37358","--","53589","36954","37177","44067","168616","--","--","80681","--","--"
"E123","EC","105275","--","--","108528","--","--","170040","--","--","78230","--","--","95926","--","--","67671","--","146796","--","--","--","--","--","--"
"E123","IS","--","--","166818","62514","--","--","--","--","--","--","--","--","52428","--","--","50591","55144","55244","--","--","--","152071","--","--"
"E123","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E124","BM","--","--","--","113273","--","--","95081","--","--","108054","--","--","127531","--","--","92366","--","177997","--","--","--","--","--","--"
"E124","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E124","CS","72753","--","--","93842","--","127665","71102","--","--","63844","--","--","65884","--","81889","62971","88487","79134","93847","--","156546","85495","--","--"
"E124","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","172379","--","--","--","--","--","--","--","--"
"E124","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","161200","--","--","--","--","--","--","--","--"
"E124","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E126","AI Artificial
Intelligence","19235","--","--","14572","--","22476","24561","--","--","10932","--","--","9161","--","--","7449","33846","15889","43681","--","93085","41485","--","--"
"E126","CV","--","--","--","180990","--","--","--","--","--","98647","--","--","134647","--","--","92538","--","138327","122611","--","--","--","--","--"
"E126","CS","5863","--","18891","11126","25112","17218","8604","--","40100","5855","--","--","7784","--","12594","5231","15176","11741","24759","41372","35854","19774","--","--"
"E126","EC","19580","--","--","23648","136031","38689","28532","--","57447","18115","--","25747","17290","--","--","14001","40616","24089","48978","100426","162044","40888","--","47773"
"E126","EE","64708","--","--","35182","--","--","66418","--","--","50089","--","--","29363","--","--","25007","78068","48065","56042","--","--","95824","--","--"
"E126","ET Elec.
Telecommn. Engg.","51638","--","--","50088","--","--","--","--","--","33413","--","--","41660","--","--","24125","--","85672","85923","--","121440","54240","--","--"
"E126","IS","20210","--","26414","16104","--","22083","20742","--","--","9574","--","--","8786","--","15780","8291","21857","15420","38541","--","65810","26724","--","--"
"E126","ME","74332","--","--","69683","--","--","66433","--","--","116798","--","--","74762","--","--","47167","--","76354","61328","--","--","--","--","--"
"E127","AI Artificial
Intelligence","177557","--","--","149575","--","--","142829","--","--","--","--","--","--","--","--","134081","--","--","--","--","--","--","--","--"
"E127","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E127","CS","127700","--","--","124743","--","150523","96217","--","--","92690","--","--","107972","--","145878","89404","126940","136284","169069","--","--","104873","--","--"
"E127","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","145558","--","--","--","--","--","--","--","--"
"E127","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E128","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","180749","--","--","--","--","--","--","--","--"
"E128","CS","58487","--","--","45105","--","--","35453","--","--","56671","--","--","30315","--","--","29687","42959","61086","61857","--","94883","--","--","--"
"E128","EC","--","--","--","165124","--","--","101820","--","--","157763","--","--","90548","--","--","56397","--","161615","106450","--","--","--","--","--"
"E128","EE","--","--","--","129883","--","--","--","--","--","--","--","--","--","96713","--","88062","--","--","113862","--","--","152848","--","--"
"E128","EG Energy
Engineering","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E128","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E129","AI Artificial
Intelligence","29953","--","--","26263","--","--","47496","--","--","33799","--","--","29972","--","--","22340","48443","44389","170603","--","--","98644","--","--"
"E129","CB Comp. Sc. and
Bus Sys.","29969","--","--","39906","--","60506","31593","--","--","40798","--","--","31499","--","--","28182","55663","43209","128461","--","--","--","--","--"
"E129","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","155557","--","--","--","--","--","--","--","--"
"E129","CS","39928","--","50280","30327","53299","31785","23768","--","31097","19723","--","--","21838","--","31127","17934","32411","22199","129139","--","--","42070","--","--"
"E129","EC","46765","--","--","54612","--","64567","44709","--","145716","37473","--","--","46515","121963","--","36721","44298","63471","170383","--","--","51331","--","--"
"E129","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","163715","--","--","--","--","--","--","--","--"
"E129","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174108","--","--","--","--","--","--","--","--"
"E129","AD Artificial
Intel, Data Sc","--","--","--","173314","--","--","160970","--","--","153353","--","--","143529","--","--","141569","--","165762","171995","--","--","--","--","--"
"E129","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","177751","--","--","--","--","--","--","--","--"
"E129","CS","117514","--","--","110222","113570","125068","118186","--","--","61183","--","--","61380","--","--","61047","61228","82502","102678","--","115527","63400","--","--"
"E129","EC","--","--","--","--","--","--","--","--","--","143796","--","--","152273","--","--","124530","--","173236","170993","--","--","--","--","--"
"E129","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179575","--","--","--","--","--","--","--","--"
"E129","IS","--","--","--","146034","--","--","88680","--","--","94183","--","--","81021","--","--","78614","--","92098","133866","--","--","107216","--","--"
"E129","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E132","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","179042","--","--","--","--","--","--","--","--"
"E132","CS","126812","--","--","142247","--","--","79927","--","--","93428","--","--","86388","--","--","68697","74171","82977","130179","--","--","--","--","--"
"E132","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178797","--","--","--","--","--","--","--","--"
"E132","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E132","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E133","CA CS (AI, Machine
Learning)","53927","--","--","51292","--","52985","39463","--","--","33084","--","--","41040","--","--","30230","--","50849","93018","--","--","--","--","--"
"E133","CS","42801","--","--","26551","--","33864","22641","--","156324","23061","--","--","26571","--","--","19334","32231","26875","50511","165273","94769","35857","--","--"
"E133","EC","63415","--","65315","61286","61888","140432","73874","--","--","38788","--","47602","42414","--","51398","36379","59034","46302","97701","124324","102663","53756","--","--"
"E133","EE","147914","--","--","145685","--","--","122476","--","--","100033","--","--","76197","--","--","68731","--","84206","143372","--","--","105752","--","175695"
"E133","IS","32460","--","--","32524","--","35538","31680","--","--","30088","--","36251","31513","69071","--","29502","43313","31675","63074","--","--","48297","--","--"
"E134","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","142325","--","--","--","--","--","--","--","--"
"E134","CS","--","--","--","62872","--","63401","68139","--","--","48301","--","--","47520","--","--","46622","--","57192","67646","79327","--","62058","--","--"
"E134","EC","173982","--","--","102303","--","--","--","--","--","--","--","--","77640","--","--","73884","109031","134227","150900","--","--","--","--","--"
"E134","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","167636","--","--","--","--","--","--","--","--"
"E134","IS","138510","--","--","74057","--","--","122465","--","--","--","--","--","77045","--","180815","66230","72518","118819","182474","--","--","87015","--","--"
"E134","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E135","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","165313","--","--","--","--","--","--","--","--"
"E135","CS","31142","--","--","43087","--","59274","29813","--","--","70717","--","--","28599","--","--","28259","--","31824","109118","--","--","--","--","--"
"E135","EC","67011","--","--","88488","133691","--","69779","--","123032","80378","--","--","69215","--","--","57978","67629","83899","114891","--","--","105060","--","--"
"E135","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","159822","--","--","--","--","--","--","--","--"
"E135","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176168","--","--","--","--","--","--","--","--"
"E136","AI Artificial
Intelligence","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","175399","--","--","--","--","--","--","--","--"
"E136","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","174814","--","--","--","--","--","--","--","--"
"E136","CS","103730","--","--","99552","--","109137","60565","--","--","76337","--","--","93093","--","--","62903","71909","68052","171097","--","--","--","--","--"
"E136","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176657","--","--","--","--","--","--","--","--"
"E136","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E139","AI Artificial
Intelligence","--","--","--","168261","--","--","150376","--","--","152395","--","--","134922","--","--","128688","134009","--","--","--","--","--","--","--"
"E139","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E139","CS","101949","--","--","105901","--","108297","91753","--","--","84207","--","--","92514","--","--","82966","--","88708","153089","--","174411","--","--","--"
"E139","DS Comp. Sc. Engg-
Data Sc.","151556","--","--","126806","--","--","--","--","--","--","--","--","--","--","--","92252","--","126433","174378","--","--","--","--","--"
"E139","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182841","--","--","--","--","--","--","--","--"
"E139","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E139","RO Auto. And
Robot.","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E141","CS","9897","30477","13845","9089","20673","14678","12517","37304","17680","5757","--","13145","6945","14255","16136","3055","19164","11673","29920","58532","67916","24653","--","25237"
"E141","EC","23345","--","30934","17369","31781","43502","15344","--","22392","7849","--","--","12051","--","--","6257","27732","18862","46495","54698","101881","52856","--","--"
"E142","CA CS (AI, Machine
Learning)","92571","--","--","165665","--","--","93449","--","--","81826","--","--","83395","--","--","69946","--","74557","149649","--","--","--","--","--"
"E142","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","165474","--","--","--","--","--","--","--","--"
"E142","CS","47092","--","--","61966","--","174776","47464","--","101945","40025","--","--","52800","--","--","36909","40022","50971","135224","--","169568","69363","--","--"
"E142","EC","128936","--","--","154123","--","--","144868","--","--","62873","--","--","117867","--","--","61415","94938","76786","163144","178590","--","177338","--","--"
"E142","IS","104452","--","--","90959","--","--","56210","--","--","--","93431","71919","56654","--","--","48352","--","60458","181117","--","--","104758","--","--"
"E142","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E144","AD Artificial
Intel, Data Sc","--","--","--","167306","--","--","177166","--","--","157634","--","--","--","--","--","143967","153658","--","--","--","--","--","--","--"
"E144","AE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","173674","--","--","--","--","--","--","--","--"
"E144","AI Artificial
Intelligence","144116","--","--","179933","--","--","160795","--","--","--","--","--","119112","--","--","108759","181456","149154","--","--","--","--","--","--"
"E144","AU","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E144","CS","87495","--","--","77793","--","82760","70597","--","--","78977","--","--","68382","--","114769","63760","71837","70629","174334","--","--","86291","--","--"
"E144","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","176956","--","--","--","--","--","--","--","--"
"E144","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","146802","--","--","--","--","--","--","--","--"
"E144","IS","73223","--","--","87378","--","--","--","--","--","--","--","95646","86557","--","--","72231","--","75267","--","--","--","159555","--","--"
"E144","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E144","MR Marine
Engineering","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","181554","--","--","--","--","--","--","--","--"
"E145","AI Artificial
Intelligence","59863","--","--","73560","--","129515","72243","--","--","57013","--","--","65432","--","--","54844","126261","83813","177613","--","--","--","--","--"
"E145","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","146073","--","--","--","--","--","--","--","--"
"E145","CS","45338","--","76140","53556","90515","58262","55210","--","134596","39648","--","--","43478","--","57152","37549","76072","46187","77025","92553","119027","58890","--","--"
"E145","EC","--","--","--","178270","--","--","178810","--","--","92814","--","174815","110687","--","--","91669","103796","172799","182713","--","--","137660","--","--"
"E145","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","168336","--","--","--","--","--","--","--","--"
"E145","IS","62153","--","--","59124","--","82876","74538","--","--","49118","--","73956","56630","--","--","47627","68990","63628","114677","--","--","--","--","--"
"E145","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","178051","--","--","--","--","--","--","--","--"
"E145","RA Robotics and
Automation","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182873","--","--","--","--","--","--","--","--"
"E146","AE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","149142","--","--","--","--","--","--","--","--"
"E146","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","166934","--","--","--","--","--","--","--","--"
"E146","CS","135968","--","--","120537","137046","124774","116004","--","--","122355","--","--","126730","--","176747","104606","106424","120709","182397","--","--","171471","--","--"
"E146","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","183157","--","--","--","--","--","--","--","--"
"E146","IS","146479","--","--","177116","--","--","153721","--","--","149537","--","--","175321","--","--","140995","--","144119","--","--","--","--","--","174046"
"E146","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E147","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E147","CS","99583","--","--","72073","--","--","95521","--","--","59395","--","--","67949","--","130411","57649","71353","112572","103482","--","163512","83343","--","--"
"E147","EC","--","--","--","162026","--","--","--","--","--","--","--","--","86407","--","--","77986","102225","171022","134420","--","--","--","--","--"
"E147","IS","111097","--","--","79441","--","--","--","--","--","68156","--","--","--","--","--","66324","--","97901","102194","--","--","171726","--","--"
"E147","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E149","AI Artificial
Intelligence","39628","--","--","41488","--","130358","38698","--","--","34115","--","--","32991","--","--","31907","73741","54970","99870","--","137457","124871","--","--"
"E149","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","155127","--","--","--","--","--","--","--","--"
"E149","CS","35664","--","75762","37676","62686","42686","33700","--","36029","26225","--","--","27984","--","34860","24404","38789","32086","60367","80639","98411","44618","--","--"
"E149","EC","135288","--","--","141179","--","--","81450","--","--","77624","--","92119","81811","--","153531","65334","110399","89891","161403","--","--","113965","--","--"
"E149","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","167160","--","--","--","--","--","--","--","--"
"E149","IS","51591","--","--","49567","--","66546","42700","--","57062","37011","--","53512","44152","58281","--","36727","53777","52417","81953","--","130118","66799","--","85686"
"E149","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E150","AI Artificial
Intelligence","93732","--","--","60017","--","89743","60128","--","--","59001","--","--","54207","--","--","50788","58105","87421","128365","--","182818","--","--","--"
"E150","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","173251","--","--","--","--","--","--","--","--"
"E150","CS","33713","--","--","42766","73699","77875","42288","--","--","34398","--","--","36281","--","48340","33172","68577","44616","72195","--","96539","64253","--","--"
"E150","EC","100577","--","--","95451","--","109695","69454","--","--","60727","--","--","61599","--","108134","57793","148556","90409","131610","166770","--","138589","--","--"
"E150","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","161165","--","--","--","--","--","--","--","--"
"E150","IS","46653","--","--","55262","66758","94826","45648","--","--","49190","--","--","46786","--","--","42193","--","62600","95041","--","--","--","--","98232"
"E150","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","103505","--","--","--","--","--","--","--","--"
"E151","AE","108747","--","--","154205","--","--","180571","--","--","167143","--","--","107325","--","--","97095","140690","124352","152658","--","--","--","--","--"
"E151","AI Artificial
Intelligence","83935","--","--","55687","--","--","--","--","--","64985","--","--","47623","--","--","39329","--","48770","173436","--","--","152580","--","--"
"E151","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"E151","CS","52671","--","53144","42665","48476","43164","32784","--","53010","29015","--","--","34271","--","40685","27754","30044","34429","162866","--","--","106548","--","--"
"E151","EC","121581","167053","--","97174","--","133690","111178","--","--","108599","--","153240","71863","--","--","64649","67378","78001","117269","--","--","131572","--","--"
"E151","IC CS-IoT, Cyber
Security","--","--","--","77676","--","--","120554","--","--","--","--","--","80943","--","--","66475","137386","118143","--","--","--","--","--","--"
"E151","IS","71165","--","--","50414","--","56914","44382","--","--","39236","--","51023","35110","--","--","34892","55813","43387","138487","--","--","--","--","--"
"E151","ME","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","166116","--","--","--","--","--","--","--","--"
"E151","MT","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","165308","--","--","--","--","--","--","--","--"
"E152","AD Artificial
Intel, Data Sc","125760","--","--","164269","--","--","162520","--","--","180442","--","--","91996","--","--","84685","88523","109426","145443","--","--","86405","--","--"
"E152","CV","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","152953","--","--","--","--","--","--","--","--"
"E152","CS","72156","--","--","56217","82679","67293","48327","--","--","56077","--","--","53057","--","57874","42729","47206","47954","166134","--","--","51849","--","--"
"E152","EC","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","182463","--","--","--","--","--","--","--","--"
"E152","EE","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","119900","--","--","--","--","--","--","--","--"
"E152","IS","85905","--","--","82077","90674","--","172849","--","--","65397","73102","--","60630","--","68492","57720","68882","64047","133915","--","--","180883","--","--"
"E153","AI Artificial
Intelligence","138646","--","--","148334","--","--","136531","--","--","92242","--","--","--","--","--","90360","--","145274","181266","--","--","--","--","--"
