College_code,Dept,1G,2AG,2AR,2BG,3AG,3AR,3BG,GM,GMK,GMR,SCG,SCR,STG,STR,1R,2AK,2BR,3BR,SCK,3BK,2BK,STK,1K,3AK
E032,CS,94286,105904.17,130680.6,84003.23,109083.71,,87037.22,83410.7,89421.58,98550.09,141226.2,,126149.28,,,,,,,,,,,
E032,EC,,,,,,,,131282.33,,,,,,,,,,,,,,,,
E032,TX,,,,,,,,85430.46,,,,,,,,,,,,,,,,
E033,CV,,,,,,,,144329.33,,,,,,,,,,,,,,,,
E033,CS,121886.58,99431.33,,75075.82,78489.68,,81606.78,78245.79,,72480.22,120350.67,,,,,,,,,,,,,
E033,EC,,150557.92,180637.56,135296.8,,,131947.68,129411.94,,150127.9,162951.35,,123532.62,,,,,,,,,,,
E033,EE,,,,,,,,176283.46,,,,,,,,,,,,,,,,
E033,IS,148209.2,137438.43,,127605.66,,,109588.12,107335.93,129504.5,128290.4,145590.74,,,,,,,,,,,,,
E034,CV,,,,,,,,183533.1,,,,,,,,,,,,,,,,
E034,CH,,110864.76,,,,,,118154.36,,,124159.48,,159430.18,,,,,,,,,,,
E034,CS,14861.06,14656.06,18931.36,15399.24,14792.95,,12901.26,11928.14,15187.39,14364.18,37891.39,46803.71,28305.19,,,,,15367.06,43667.8,,,,,
E034,EC,26263.78,19620.27,25264.9,25753.14,18885.16,,19337.44,17425.41,19258.11,20915.73,50471.9,81430.28,49684.97,,,,,23289.6,80005.5,,,,,
E034,EE,72459.58,40909.78,,54708.5,,,,36279.92,48573.12,63930.64,93914.07,,83633.94,,,,,,,,,,,
E034,IS,22154.1,16835.55,,19519.75,19672.39,,14603.48,13689.94,17970.5,14804.61,47637.03,84819.36,,,,,39359.16,,,,,,,
E034,ME,,,,,,,,150948.94,,,,,,,,,,,,,,,,
E034,AI,29467,19737.64,,27143.48,22057.5,,18704.68,16812.04,20506.4,18053.5,53286.6,,,,,,,,,,,,,
E035,CS,,160767.39,,,135054.42,,120433.54,117991.69,,164695.97,174710.68,,150848.28,,,,,,,,,,,
E035,EC,,,,,,,,188892.87,,,,,,,,,,,,,,,,
E035,EE,,,,,,,,176473.46,,,,,,,,,,,,,,,,
E036,BM,,,,,,,,173819.12,,,,,,,,,,,,,,,,
E036,CV,,,,,,,,176261.31,,,,,,,,,,,,,,,,
E036,CH,,,,,,,,184749.75,,,,,,,,,,,,,,,,
E036,CS,21738.38,23499.18,26829.84,24159.23,24339.51,,19654.11,17604.05,18411.79,20540.04,55673.7,75227.05,52916.9,,,24786.8,,22540.96,,,,,,
E036,EC,28889.06,29948.77,33550.44,29640.93,29144.01,,24856.33,24106.25,24584.22,27185.72,88884.19,98331.26,98753.39,,,,,,91853.88,,,,,
E036,EE,97134.99,66491.11,76289.69,128399.24,93206.25,,55293.2,54186.91,59972.37,65144.96,162948.4,,148725.58,,,,,82221.56,,,,,,
E036,ME,,,,,,,,190405.23,,,,,,,,,,,,,,,,
E037,AE,84917.98,99389.81,,125963.68,134484.82,,82899.61,72666.4,60228.58,94131.49,143606.01,,106100.76,,,,,,,,,,,
E037,CV,,,,,,,,187756.61,,,,,,,,,,,,,,,,
E037,CS,15692.89,14419.05,16961.75,17986.18,15081.93,,11232.73,10379.44,12104,13910.06,38011.32,54859.71,27523.24,,,15563.4,,14902.18,39984.67,,,,,
E037,EC,24772.37,21290.5,26351.81,24452.16,21432.2,,20199.66,18825.18,20274.3,22035.02,60126.67,82398.98,66593.17,,40248.26,22683.78,35197.08,24345.02,65934.38,,,,,
E037,EE,56301.28,47789.19,70385.08,84901.9,59633.96,,42110.28,36154.36,40492.94,44409.27,131857.68,,146624.22,,97414.52,,,,,,,,73409.8,
E037,IS,24362.38,17381.66,23080.24,20231.31,17415.79,,15578.74,15124.84,16482.66,19220.75,60731.71,88651.5,,,,,,,102357.22,,,,,
E037,ME,,,,,,,,175123.16,,,,,,,,,,,,,,,,
E038,CA,67140.18,56218.45,,59871.12,46913.32,,48381.98,43290.45,49793.04,70218.92,76951.26,,111677.3,,,,,,,,,,,
E038,CV,,,,,,,,191577.59,,,,,,,,,,,,,,,,
E038,CS,41819.42,37209.1,38762.83,40799.58,48798.27,,35681.63,30811.78,32606.41,35189.67,57702.56,74788.63,77420.35,,71437.34,37814.16,,37506.65,68805.1,,,,,
E038,EC,57111.24,60750.93,73677.65,53596.72,64905.58,,46523.53,45209.54,46252.16,52144.69,95774.97,133285.15,134593.58,,,67454.44,,62559.66,,,,,,
E038,EE,171892.02,97974.66,159195.58,,,,90401.72,90619.91,89522.68,97541.12,132096.34,,129962.64,,,,,,137395.5,,,,,
E038,IS,57615.02,49207.56,,56904.53,58906.53,81895.08,46215.52,41163.13,,43562.95,87822.22,,,,,,,,,,,,,
E038,ME,,,,,,,,172216.21,,,,,,,,,,,,,,,,
E040,CS,69295.6,74866.4,94149.26,75850.77,68744.61,,54580.95,52868.43,53271.84,56850.3,118643.18,,136323.57,,,,,,143884.82,,,,,
E040,EC,,101059.75,,99804.96,,,85128.58,79532.59,90611.04,94521.67,186819.54,,,,,,,,,,,,,
E040,EE,,,,,,,,187236.73,,,,,,,,,,,,,,,,
E041,CV,,,,,,,,188566.12,,,,,,,,,,,,,,,,
E041,EC,67237.45,50297.25,,,,,46327.68,40173.68,,50283.48,99191.35,,,,,,,,,,,,,
E041,EE,,116219.06,124687.16,,,,71553.6,64244.89,,78084.74,102944.63,,170671.02,,,,,,,,,,,
E041,ME,,,,,,,,192672.93,,,,,,,,,,,,,,,,
E042,AE,,,,,,,,178422.29,,,,,,,,,,,,,,,,
E042,CV,,,,,,,,168424.8,,,,,,,,,,,,,,,,
E042,CS,119662.06,122292.7,,,111817.9,,123991.47,62256.69,87602.92,106091.34,130186.9,,138678.93,,,,,,,,,,,
E042,EC,,,,,,,,122324.98,,,,,,,,,,,,,,,,
E042,ME,,,,,,,,131786.11,,,,,,,,,,,,,,,,
E043,AI,104986.1,98324.11,,,,,,63829.42,,93550.48,120281.73,,,,,,,,,,,,,
E043,CV,,,,,,,,179293.08,,,,,,,,,,,,,,,,
E043,CS,,58772.49,,,49392.16,,49424.01,37498.19,,42599.87,57702.64,111940.39,43484.88,,,,,,,,,,,
E043,EC,,,,,,,,93183.88,105938.08,126142.72,157396.1,,,,,,,,,,,,,
E043,EE,,,,,,,,185916.12,,,,,,,,,,,,,,,,
E043,IS,,90321.79,,,,,,64705.18,,69815.09,89122.68,,106728.08,,,,,,,,,,,
E043,DS,100515.04,,,,109854.4,,,66570.62,,,81945.08,,,,,,,,,,,,,
E044,CV,,,,,,,,190451.47,,,,,,,,,,,,,,,,
E044,CH,,,,,,,,176922.52,,,,,,,,,,,,,,,,
E044,CS,76970.99,71082.46,,,,,54997.8,47981.68,,58681.02,74849.48,106463.98,,,,,,,,,,,,
E044,EC,,151056.02,,124545.04,,,,103903.69,,125203.12,192264,,,,,,,,,,,,,
E044,ME,,,,,,,,175951.4,,,,,,,,,,,,,,,,
E044,RI,,,,,,,,151409.92,,,,,,,,,,,,,,,,
E044,CA,,156406.14,,,,,,71520.4,,,135224.46,,,,,,,,,,,,,
E044,DS,,176092.5,,128824.38,,,,71490.04,99980.94,,146426.84,,,,,,,,,,,,,
E045,CA,,88675.88,,84474.28,91252.26,,,70808.97,,96934.04,147565.97,,93492.62,,,,,,,,,,,
E045,CV,,,,,,,,181258.21,,,,,,,,,,,,,,,,
E045,CS,53138.47,55933.62,69454.14,56541.86,59720.81,,52889.86,46001.49,54043.39,57438.85,77922.24,114073.5,64850.6,,,,,,,,,,,
E045,EC,134530.62,105478.66,,,,,95884.23,85683.09,,108750.82,134569.35,,,,,,,,,,,,,
E045,EE,,,,,,,,193232.01,,,,,,,,,,,,,,,,
E045,IS,,89646.51,,89396.62,90161.47,115564.04,,71350.51,,91687.64,117470.65,,91110.24,,,,,,,,,,,
E045,DS,,90012.08,,101768.14,,,,83098.56,,,141918.02,,,,,,,,,,,,,
E046,CV,,,,,,,,159400.54,,,,,,,,,,,,,,,,
E046,CS,107968.28,83354.8,,,,,,73474.87,81987.04,106697.14,122345.29,,,,,,,,,,,,,
E046,EC,,,,,,,,190457.71,,,,,,,,,,,,,,,,
E047,CV,,,,,,,,186659.23,,,,,,,,,,,,,,,,
E047,CS,22700.97,24726.31,30496.1,28016.47,18114.52,,21358.72,16827.17,23365.52,19046.21,44993.9,53587.67,47815.21,,42220.1,40960.4,55560.44,28672.22,75365.39,,,,,
E047,EC,51183.58,40558.34,48732.68,42392.34,32087.24,,36400.4,31547.92,,35292.69,79586.37,64463,71425.45,,,,,,,,,,,
E047,EE,,87342.8,,121517.34,93518.78,,83480.83,72617.53,,90501.68,127656.98,135416.2,,,,,,,,,,,,
E047,EI,,,,,,,,160791.11,,,,,,,,,,,,,,,,
E047,IS,32723.09,32989.26,37173.17,28866.78,26133.61,,27503.85,24472.8,34364.15,29375.29,67436.12,99843.9,74443.91,,,,,36053.11,,,,,,
E047,ME,,,,,,,,168737.66,,,,,,,,,,,,,,,,
E047,CA,,29279.82,,,,,,24080.7,41123.56,25203.78,91172.42,,,,,,,,,,,,,
E047,CB,,41334.36,,,,,,36736.96,,42403.4,104225.08,,133594.12,,,,,,,,,,,
E048,AI,6594.14,5793.95,7274.86,9301.85,3791.5,6402.78,5197.45,3425.06,10547.1,5739.25,25416.77,40384.39,25682.08,,,12624.56,,7682.24,35703.22,,,,,
E048,BT,56157.43,40685.08,,57186.97,28233.88,,33239.39,21569.27,,31430.21,68294.03,116091.02,80449.18,,,,,,,,,,,
E048,CV,104790.44,96870.29,,71438.14,72935.03,,83035.68,61661.29,117641.42,74233.12,94083.09,119188.52,76595.54,,,,,,,,,,,
E048,CH,59395.16,69681.25,,,85442.08,,88260.17,57978.04,,82708.24,148910.95,,,,,,,,,,,,,
E048,CS,2480.75,3256.48,4763,3415.11,1828.01,2580.8,2151.84,1077.8,2783.13,1947.46,12793.41,21530.42,12469.78,18401.18,4276.16,5891.36,5079.74,2958.73,22348.81,3326.84,,,,
E048,EC,7896.51,9543.7,14655.25,14412.68,5900.22,9235.42,7351.02,5176.57,13759.22,9122.75,32051.78,47577.49,29929.05,,,18308.06,,10793.33,44953.4,,,,,
E048,EI,23165.76,26747.83,60492.45,46639.2,23637.06,,23711.35,14971.55,55320.56,33985.88,79866.06,101074.4,110037.08,,,,,,,,,,,
E048,ET,18704.07,13849.11,,24247.2,12128.56,,15150.49,9033.26,51133.08,16237.51,52435.24,,,,,,56733.18,,,,,,,
E048,IS,4344.36,4619.06,6046.75,6461.44,2523.89,,2830.96,2101.87,6206.62,4155.48,20136.16,35226.6,20375.53,,7203.93,7943.13,9328.47,4672.23,40986.72,,,,,
E048,MD,67925.45,90264.6,125349.14,95827.09,49074.23,,43270.16,43969.88,,61976.62,120268.92,,,,,,,,,,,,,
E048,ME,62053.86,64167.43,,51562.42,53812.96,,45717.44,42801.09,,66179.78,123584.06,,124268.92,,,,,,,,,,,
E048,SE,,20682.37,47519.46,56093.47,18963.69,,16745.34,11511.79,,18355.51,37223.57,77421.88,74109.91,,,,,,,,,,,
E048,AD,4233.24,5367.94,,,,,5855.7,3098.72,10531.94,5067.04,25329.36,25746.76,,,,,,,,,,,,
E048,DS,,4496.08,,6642.26,,,3884.1,2101.52,,3932.62,26569.14,,23011.76,,,,,,,,,,,
E049,AI,49147.14,36660.3,44758.78,40097.44,39409.76,,35011.94,31836.63,34878.66,38958.13,91683.38,89921.92,83626.4,,,,,,,,,,,
E049,BT,,,,,,,,129682.16,,140803.28,174202.12,,,,,,,,,,,,,
E049,CV,,,,,,,,173119.17,,,,,,,,,,,,,,,,
E049,CS,24413.64,28173.81,,25645.92,26807.52,,22056.28,20992.58,,26239.03,55907.08,61756.18,,,,,43265.3,,,,,,,
E049,EC,34078.07,34373.97,45775.8,38022.66,32008.42,42201.08,30675.38,29287.35,29704.92,38068.19,88845.71,,,,,,,,,,,,,
E049,IS,37727.07,33332.14,37907.03,37493.26,33191.64,49666.88,32019.78,29821.34,30314.57,34338.65,92687.46,125571.38,81103.36,,,,,37961.52,,,,,,
E054,CV,,,,,,,,178406.94,,,,,,,,,,,,,,,,
E054,CS,148034.3,118118.27,127227.94,93778.48,82772.98,,103734.48,80297.35,104407.72,110032.38,132181.59,176173.6,117418.47,,,,,,,,,,,
E054,EC,,,,,,,,134951.42,,,,,,,,,,,,,,,,
E054,ME,,,,,,,,176816.06,,,,,,,,,,,,,,,,
E054,CA,,,,,,,,106138.92,126391.86,127059.52,169262.42,,,,,,,,,,,,,
E055,AI,,,,,,,,141307.31,,,,,,,,,,,,,,,,
E055,BT,,,,,,,,168647.68,,,,,,,,,,,,,,,,
E055,CS,126594.76,113429.28,,103012.9,141481.74,,123354.4,99100.93,128365.16,116511.94,149772.62,,138783.9,,,,,,,,,,,
E055,EC,,,,,,,,188914.2,,,,,,,,,,,,,,,,
E056,EC,25100.22,17407.98,31447.34,17908.97,12023.11,,13237.18,11354.16,,14664.42,42806.2,49679.7,37937.04,,,,,,,,,,,
E056,EE,39302.11,31698.97,60266.26,40548.52,25490.06,,27720.38,24988.77,41042.64,29711.16,54192.68,,49018.3,,,,,,,,,,,
E056,ME,78745.26,104078.31,,90004.82,77189.66,,71442.6,67244.58,,86901.92,156002.9,,130749.06,,,,,,,,,,,
E057,BT,105893.43,88196.89,,76358.6,33010.5,,56913.18,49924.88,,119279.85,142649.37,,,,,,,,,,,,,
E057,CB,10009.62,13676.6,,16551.96,6689.16,,10461.26,6222.42,16615.98,10324.4,38913.87,65470.95,17725.98,,,,,,,,,,,
E057,CV,166429.34,122698.15,,149462.12,111666.9,,154541.28,99748.89,,114610.78,147033.83,,,,,,,,,,,,,
E057,CS,6785.16,6564.84,8797.53,9549.47,4220.7,,4683.98,3541.16,6123.33,4879.71,19057.77,34414.95,22433.39,,,11383.64,13793.94,5311.5,33934.16,,,,,
E057,EC,,12556.68,26906.04,13708.14,9960.7,,8937.83,8642.92,,10346.86,37120.81,100311.86,24946.09,,,,,,,,,,,
E057,IS,7261.09,7192.67,9389.42,10631.39,5150.36,,5472.5,4679.22,7501.48,6458.18,23818.61,39731.38,23014.01,,,,,,,,,,,
E057,ME,99026.99,86315.55,,,76254.48,,83701.82,68628.71,,109802.36,139753.06,,,,,,,,,,,,,
E058,CV,,,,,,,,187868.6,,,,,,,,,,,,,,,,
E058,CS,29951.27,23487.38,27219.19,26455.04,18800.96,,19390.08,17316.96,21189.74,20391.19,45040.13,48585.14,35881.23,43925.6,,29046.62,114011.88,25378.4,87970.65,,,,,
E058,EC,50198.72,36836.21,44334.79,48475.65,30133.1,39798.24,30592.09,29460.96,32343.51,33189.07,73380.89,147345.29,63740.24,,,,,38511.86,,,,,,
E058,EE,,60253.42,,,,,,49079.92,,,90949.03,,99914.46,,,,,,,,,,,
E058,IS,32471.65,27767.36,37193.89,31303.84,22911.28,,23325.03,22747.9,29121.34,24918.36,63804.32,83000.63,,,,,,,,,,,,
E058,CA,43343.78,31139.62,,27837.88,26929.56,,27766.28,26042.12,,26280.08,67912.86,90380.2,,,,,,,,,,,,
E059,AI,,55915.5,,,,,,34977.63,,45557.52,59205.86,,111977.34,,,,,,,,,,,
E059,CD,,57902.52,,,108888.02,,,47052.43,,,76195.55,,118801.36,,,,,,,,,,,
E059,CV,,,,,,,,193128.72,,,,,,,,,,,,,,,,
E059,CS,27958.4,32188.92,,,36835.32,,26713.83,24796.36,,32631.67,39832.54,74211.4,,,,,,,65502.22,,,,,
E059,EC,,77891.74,93081.12,67340.72,78120.33,,70711.96,59070.73,,87593.32,94021.91,,113519.56,,,,,,,,,,,
E059,EE,,,,,,,,72869.16,83858.62,,,,,,,,,,,,,,,
E059,EI,,,,,,,,185504.56,,,,,,,,,,,,,,,,
E059,IS,68186.84,46614.7,,,,,,41260.54,,47468.31,81040.14,,,,,,,,,,,,,
E059,ME,,,,,,,,164764.82,,,,,,,,,,,,,,,,
E060,AE,90773.5,109314.38,137264.84,88670.79,73356.68,,85563.51,66520.14,116355.36,78758.14,92343.71,98829.02,127046.46,,,,,,,,,,,
E060,CV,,,,,,,,172341.1,,,,,,,,,,,,,,,,
E060,CS,16781.66,19532.19,21648.85,23276.16,15646.24,,16042.88,15029.69,19810.71,17641.98,35334.73,49450.37,29186.88,,,,,,,,,,,
E060,EC,38378.76,30175.65,34439.95,43566.76,,,28130.73,27043.38,,31157.27,68597.16,95141.76,63538.86,,,,,,,,,,,
E060,IS,23806.38,20224.13,,25070.31,18145.88,,18626.73,16691.23,25128.29,21322.09,42593.57,,,,,,,,79961.08,,,,,
E060,AI,,25481.62,,,21868.8,,22393.5,19576.02,27510.72,24293.42,47100.36,,54468.46,,,,,,,,,,,
E060,CB,35076.12,37838.16,,,28380.72,,30196.84,24705.92,,36552.7,67324.1,161141.72,,,,,,,,,,,,
E061,CV,148773.46,156636.42,185949.86,125412.44,122849.82,,,127736.51,120933,110520.56,139637.82,167950.46,135382.94,,,,,,,,,,,
E061,CS,26714.71,22515.38,24861.86,24474.04,27644.89,,18951.04,18185.73,20505.37,19947.79,37423.32,42786.8,35797.85,45027.4,,28232.04,33323.56,,,,,,,
E061,EC,39032.02,39801.45,45165.73,41744.68,34197.39,,34496.71,29564.77,31846.1,36150.45,75177.09,91507.64,61214.5,81457.08,,,,,111476.4,,,,,
E061,EE,72579.19,72907.56,123310.92,65218.56,68670.54,,52841.05,51732.57,53651.14,69480.18,91253.12,102770.38,81767.2,,103988.4,,123399.72,,,,,,125176.12,
E061,EI,87459.16,105987.22,128691.63,96308.13,142216.82,172235.83,91869.39,81994.93,93540.62,89122.18,160949.14,147102,147925.21,,,,,,,159070.32,,,,
E061,IP,,,,,,,,192129.35,,,,,,,,,,,,,,,,
E061,ME,,,,,,,,189046.8,,,,,,,,,,,,,,,,
E062,BT,,,,,,,,172260.96,,,,,,,,,,,,,,,,
E062,CV,,,,,,,,184451.59,,,,,,,,,,,,,,,,
E062,CH,,,,,,,,186575.43,,,,,,,,,,,,,,,,
E062,CS,28651.71,29414.1,35753.44,26492.86,22085.43,,22749.48,19738.53,25242.75,28377.96,59091.13,68641.32,36756.37,56470.18,42436.62,32424.57,,30024.26,123732.56,,,,,
E062,EC,45720.54,50186.75,67824.73,53173.08,41517.74,47013.74,38403.39,37123.24,39521.54,39614.81,101741.88,142972.32,85081.28,,,,,,,,,,,
E062,EE,84714.96,118928.29,,116688.26,105284.91,,83358.56,71524.16,91785.03,99570.25,139748.11,191614.23,,,,,,,,,,,,
E062,IS,43979.06,36465.18,47761.94,35898.42,35374.02,,31904.38,30065.15,34668.74,37318.33,103619.29,134056.23,65154.5,,,46742.44,68418.4,40538.5,124422.53,,,,,
E062,ME,,,,,,,,189403.67,,,,,,,,,,,,,,,,
E062,TX,,,,,,,,177555.64,,,,,,,,,,,,,,,,
E062,AI,52411.42,42066.12,46387.52,63835.22,39067.44,,39942.5,36651.74,40114.9,43212.36,93439.7,124962.22,,,,,,,,,,,,
E062,CB,,57291.2,,67390,,,60063.3,53685.3,,69905.08,148435.38,,,,,,,,,,,,,
E062,CD,54327.5,69461.66,,82275.26,102100.98,,53764.94,50562.92,,75112.96,143083.94,,76438.74,,,,,,,,,,,
E062,DS,58364.72,48843.3,,48753.4,61559.08,,39876.24,37476.34,,45892.5,87970.72,,,,,,,,,,,,,
E063,CV,,,,,,,,185645.61,,,,,,,,,,,,,,,,
E063,CS,73551.21,102799.31,,70480.52,73240.4,,72387.54,64425.01,71268.16,74701.67,115566.47,129476.4,83435.18,,,,,88038.59,,,,,,
E063,EC,127562.64,134677.12,,146412.88,137569.26,,126192.12,114795.35,105251.44,132884.07,176600.1,,142718.18,,138353.42,,,,,,,,,
E063,EE,,,,,,,,190927.71,,,,,,,,,,,,,,,,
E063,ME,,,,,,,,172455.4,,,,,,,,,,,,,,,,
E064,AI,113515.08,61442.8,92558.14,64601.09,52835.65,,50031.24,48061.6,,58261.35,141223.65,,,,,,,,,,,,,
E064,CV,,,,,,,,163139.75,,,,,,,,,,,,,,,,
E064,CS,43302.51,52517.67,59066.14,35425.83,32945.94,,32521.68,31344.3,53151.25,36728.45,90450.76,120083.59,74472.97,,47857.94,,,43847.52,,,,,,
E064,EC,78383.14,89989.86,106891.05,82634.75,58763.84,,61611.84,57110.42,77612.95,66840.18,152098.3,,142811.85,,,,,67018.12,,,,,,
E064,EE,,,,,,,,174288.69,,,,,,,,,,,,,,,,
E064,IS,46132.52,60372.23,76744.2,,41624.9,,41777.22,39229.55,86401.42,54176.21,101468.26,116616.12,112980.96,,,,,,,,,,,
E064,DS,73555.5,74529.72,,,61347.1,,,55243.94,62416.18,98041.06,155265.26,,97369.54,,,,,,,,,,,
E065,AI,43832.46,40593.58,56884.1,48323.45,36006.68,,42777.42,35070.96,44865.56,41065.05,76686.77,109446.74,60519.8,,,,,,,,,,,
E065,CV,,,,,,,,192632.76,,,,,,,,,,,,,,,,
E065,CS,28811.43,26490.25,29749.16,30125.76,25769.86,,23569.71,20013.25,34136.85,23553.17,52773.83,72191.18,53589.54,68093.08,,38342.25,,27656.46,62868.05,,,,,
E065,EC,59534.96,52706.01,63310.95,55354.79,48034.05,,47114.53,42029.93,57212.39,50270.33,118371.43,146192.18,113885.37,,,,85979.32,66770.28,,,,,,
E065,EE,115374.7,115234.08,,,128036.36,,133855.08,117189.14,,105259.9,131475.16,,,,,,,,,,,,,
E065,ET,,,,,,,,144991.87,,,,,,,,,,,,,,,,
E065,IS,49760.46,37380.91,40817.89,40382.43,36851.84,,35601.4,29941.76,43140.4,32822.73,86106.25,117790.77,98287.24,135607.34,,53934.92,,38615.62,110667.34,,,,,
E065,RI,,,,,,,,115299.76,,,,,,,,,,,,,,,,
E070,CV,,,,,,,,162531.12,,,,,,,,,,,,,,,,
E070,CS,106947.52,101349,,129167.5,92417.66,,,78407.28,,88929.67,122884.66,,135970.82,,,,,,,,,,,
E070,EC,,,,,,,,173691.75,,,,,,,,,,,,,,,,
E070,AI,,,,,,,,151258.16,,,,,,,,,,,,,,,,
E070,IS,,,,,,,,114562.84,,,,,,,,,,,,,,,,
E071,CA,23823.95,24837.23,33463.44,21818.37,19618.31,,19998.86,17713.15,37857.79,23161.17,52484.86,83430.5,54794.5,,,,,,,,,,55433.88,
E071,CV,187321.24,,,158621.76,154446.1,,,158031.75,188776.12,175298.6,157302,,,,,,,,,,,,,
E071,CS,18667.02,16336.11,24065.51,20767.59,13229.41,,14869.74,12160.83,16146.06,15987.35,38475.05,51767.79,31546.32,,,19726.94,,17418.36,58889.82,,,,,
E071,EC,35793.68,31360.46,60644.8,40434.38,23689.58,,26011.62,22742.05,26557.5,28228.8,64025.01,81617.71,55548.73,,,33074.79,,30572.32,85639.74,,,,,
E071,EE,48973.64,48965.3,,50844.58,42357.08,56363.52,41919.67,36108.91,42936.57,52379.39,82187.28,115978.7,,,,,,,,,,,,
E071,IS,21883.97,21806.16,27529.18,27251.2,18039.21,20687.48,17828.57,16573.98,24268.34,19994,52968.87,66658.23,41791.79,77980.64,40725.36,,,,,29590.32,,,,
E071,ME,,,,,,,,136659.74,,,,,,,,,,,,,,,,
E075,AI,55801.36,57127.48333,92155.4,52586.72,59735.64,,56691.28167,41814.82167,65912.6,58274.25667,90556.625,180624.1,76569.84,,138268.28,,120951.32,,,,,,,
E075,CV,,,,,,,,191250.74,,,,,,,,,,,,,,,,
E075,CS,35040.72,26234.41,52350.46,29539.94,31161.76,,,21630.51,30035.42,34959.3,47891.45,86842.55,40246.41,,,,,,,,,,,
E075,EC,80521.44,62185.62,87631.5,66634.46,72375.78,,62016.77,52154.31,,73494.89,118174.31,,,,,,,,,,,,,
E075,EE,,,,,,,,127388.81,,,,,,,,,,,,,,,,
E075,ME,,,,,,,,185292.03,,,,,,,,,,,,,,,,
E075,DS,,67015.76,,,62787.86,,,43984.56,,,131012.5,,,,,,,,,,,,,
E076,CV,,,,,,,,100722.58,,,,,,,,,,,,,,,,
E076,CS,,84512.87,96557,91681.56,,,87317.58,57262.53,86206.36,78965.32,154428.91,,,,,,,,,,,,,
E076,EC,,,,,,,,168061,,,,,,,,,,,,,,,,
E076,EE,,,,,,,,188195.09,,,,,,,,,,,,,,,,
E076,CA,,126135,,,,,,101024.48,,127258.66,170930.7,,,,,,,,,,,,,
E077,CV,,,,,,,,189860.76,,,,,,,,,,,,,,,,
E077,CS,39041.41,39887.96,44013.46,31150.2,34477.49,,36709.67,32624.38,,38126.3,61160.76,,,,,,,,,,,,,
E077,EC,78002.1,81397.98,98556.75,91593.74,64069.04,,69685.34,62519.5,77997.54,69568.2,113212.63,,109274.2,,,,,90821.6,,,,,,
E077,EE,,,,,,,,151984.86,,,,,,,,,,,,,,,,
E077,IS,67291.09,57775.91,69917.42,49573.07,42622.58,57921.5,43056.89,41612.83,53615.73,53652.75,85515.13,110295.14,106353.76,,,,,,,,,,,
E077,ME,,,,,,,,192044.4,,,,,,,,,,,,,,,,
E078,AI,,50405.05,68678.04,61941.98,45222.42,,44085.47,39795.03,85787.38,42870.13,99700.8,,,,,,,,,,,,,
E078,BT,152663.56,170241.62,,,139404.76,,,151171.64,,148439.28,145687.24,,156356.04,,,,,,,,,,,
E078,CV,,,,,,,,186374.13,,,,,,,,,,,,,,,,
E078,CS,33163.53,38740.07,47267.2,34212.21,30044.13,,31802.99,28975.43,34383.26,33551.87,66468.08,92977.97,81721.9,,,50185.22,126101.54,43117.22,,,,,,
E078,EC,76586.94,80654.68,84852.72,73293.27,62828.89,,61489.92,56696.81,83204.88,62483.22,127463.09,,130753.76,156347.88,,,,67753.33,,,,,,
E078,EE,,,,,,,,129401.64,,,,,,,,,,,,,,,,
E078,IS,48810.23,45822.54,53359.23,46128.95,41944.64,,46908.3,38956.36,50686.4,43889.01,97642.26,120620.64,103575.71,,,,,,,,,,,
E078,ME,,,,,,,,181328.08,,,,,,,,,,,,,,,,
E078,MT,,,,,,,,175918.75,,,,,,,,,,,,,,,,
E079,AE,106339.06,114791.95,,111923.71,73144.2,,68318.1,66256.99,131133.16,91116.87,118526.72,,,,,,,,,,,,,
E079,AI,35589.78,38093.25,43417.65,33876.41,28325.38,,30504.73,28226.52,30923.86,34448.89,83379.58,90924.72,78450.46,,,50211.74,,39647.42,,,,,,
E079,BT,,154314.64,,,142477.44,,,128842.54,,,174083.42,,,,,,,,,,,,,
E079,CV,,,,,,,,176686.61,,,,,,,,,,,,,,,,
E079,CS,27413.71,23573.43,27613.48,26041.87,18930.53,,19123.23,18108.74,20207.09,24085.93,51655.87,64500.98,41291.76,,,26552.44,41089.62,25790.57,58132.5,,,,,
E079,EC,36971.62,40637.71,50708.8,45146.83,33142,,33360.4,31213.79,39553.35,35954.51,99600.47,147565.1,87948.62,101824.42,,,,,,,,,,
E079,EE,95531.87,101560.09,,96174,110094.22,,70417.69,67032.65,141753.46,99501.41,160714.2,,116940.28,,,,,,,,,,,
E079,IS,29868.6,29657.45,32768.94,34353.54,23871.91,,24587.75,22608.8,30938.41,31565.76,65116.16,86674,59590.17,,,,,32096.69,,,,,,
E079,ME,,,,,,,,180572.55,,,,,,,,,,,,,,,,
E079,MT,,,,,,,,191287.55,,,,,,,,,,,,,,,,
E079,DS,35951.96,37240.92,,39892.28,28064.64,,29233.24,27902.7,,34627.04,71380.86,92595.82,,,,,,,,,,,,
E081,CS,122681.31,148896.19,,103553.92,108757.16,,116517.05,109160.96,109980.78,117924,153854.03,,133343.9,161760.34,,,,121371.4,,,,,,
E081,EC,,,,,,,,144655.48,,,,,,,,,,,,,,,,
E082,CV,,,,,,,,188779.94,,,,,,,,,,,,,,,,
E082,CS,18136.92,19459.6,25510.18,21426.75,15711.76,,15431.37,13695.47,19625.78,16178.79,49105.75,62550.05,40222.29,,,29410.8,,18592.62,63850.28,,,,,
