College_code,Dept,1G,2AG,2AR,2BG,3AG,3AR,3BG,GM,GMK,GMR,SCG,SCR,STG,STR,1R,2AK,2BR,3BR,SCK,3BK,2BK,STK,1K,3AK
E082,EC,38127.21,38117.89,58599.17,56953.37,31565.72,,32142.06,28595.2,38751.59,38018.87,106514.19,184076.08,91750.25,,,,,41142.49,,65737.84,,,,
E082,EI,,88876.66,,,,,94811.64,91207.22,,97561.44,167667.98,,,,,,,,,,,,,
E082,IS,22164.6,24011.86,27418.02,34298.06,19537.62,,19777.84,18476.36,23855.27,23249.73,65296.5,87874.92,66392.98,108914.08,,,61188.9,,,,,,,
E082,ME,,,,,,,,184650.3,,,,,,,,,,,,,,,,
E082,RA,,55674.04,,,,,,54067.04,,103292.66,87071.34,,,,,,,,,,,,,
E082,CA,27157.12,26160.94,36920.26,34806.88,21328.06,,21138.46,20639.62,26936.4,29318.94,78885.62,144436.64,102541.98,,,,,,,,,,,
E083,AI,85027.8,93650.76,,73570.08,61045.92,,94577.44,58627.69,88439.7,97006.34,124979.39,,127158.22,,,,,,,,,,,
E083,CS,54073.64,56244.65,78458.01,49571.97,50485.56,,49771.55,44989.91,48912.48,50789.34,86398.52,128848.82,102238.61,,,68202.2,,67358.99,,,,121613.4,,
E083,EC,106288.98,124221.96,,105541.84,100272.88,,108557.72,98176.73,,114731.84,156161.96,,137418.62,,,,,,,,,,,
E083,IS,65323.62,72222.31,96955.45,68744.83,65866,,64717.82,59464.27,77301.62,69503.46,121699.49,,125377.67,,,,,,,93527.24,,,,
E085,CS,61819.96,69193.79,76803.64,80206.26,51735.76,,56753.38,50820.2,,56827.92,86047.86,90960.65,,,,,,,125718.4,,,,,
E085,EC,126518.84,125972.64,,125315.64,,,103932.83,95545.39,,145865.84,137065.63,,133759.02,,,,,,,,,,,
E085,IS,91978.06,82721.22,92605.34,101203.52,72362.1,,74077.82,74210.68,100883.02,78552.16,130773.86,,,,,,,,,,,,,
E085,ME,,,,,,,,181244.78,,,,,,,,,,,,,,,,
E086,AI,113605.88,103611.77,,99687.34,84541.58,,102805.84,75427.67,,100116.79,146098.68,,108832.6,,,,,,,,,,,
E086,CS,63254.13,69498.93,75920.86,57205.28,59291.35,,59679.98,54439.46,64532.96,60442.73,104031.2,117960.7,93321.25,,,,,,117430.51,,,,,
E086,EC,,119112.92,,,,,,107722.82,,113093.2,159353.4,,155887.32,,,,,,,,,,,
E086,EE,,,,,,,,153603.25,,,,,,,,,,,,,,,,
E086,ME,,,,,,,,191150.6,,,,,,,,,,,,,,,,
E086,IS,,93273.08,,91155.38,74007.68,,76920.68,71117.64,,,143592.02,,98812.96,,,,,,,,,,,
E087,AI,,99878.14,,94680.36,99595.82,,79988.8,76150.02,114858.82,129548.9,128879.76,,121992.56,,,,,,,,,,,
E087,CS,59190.61,66408.74,78364.78,85180.38,53135.06,,54932.5,51147.77,72135.14,56790.93,91130.56,103314.79,92494.67,,,,,,118144.08,,,,,
E087,EC,119819.92,122771.8,,,109579.9,,113660.62,120053.05,,118518.68,,,,,,,,,,,,,,
E087,IS,79128.11,83422.7,90748.67,92444.4,70535.71,,71212.12,69409.3,,83382.49,138496.48,,,,,,,,,,,,,
E088,AI,,120491.96,,,,,,109476.79,,109573.98,150680.12,,,,,,,,,,,,,
E088,CS,78928.62,69498.58,,,,,,60886.81,,59015.32,91034.94,,101323.94,,,,,,117129.88,,,,,
E088,EC,,,,,,,123861.62,119730.37,,,,,,,,,,,,,,,,
E088,IS,,115471.96,,,,,,75633.6,,82024.62,,,156118.68,,,,,,,,,,,
E090,CS,101604.78,89428.79,,,74782.94,,77041.26,77358.44,,85350.72,116784.89,136096.55,,,,,,,,,,,,
E090,EC,,138873.78,,,,,,131203.22,,,,,,,,,,,,,,,,
E091,AI,50621.89,53334.17,,50800.79,42973.55,,49776.55,39669.7,,52808.4,94253.9,,118441.16,,,,,,,,,,,
E091,CD,,73462.87,103480.84,64249.64,53067.68,,58836.29,45715.69,,82932.08,153196.29,,,,,,,,,,,,,
E091,CS,39933.11,39746.84,49539.67,40347.58,32445.16,,33776.04,29240.52,45087.62,41534.99,83201.76,125129.58,88810.33,,,69958.42,,47192.24,96476.24,,,,,
E091,EC,75880.22,90952.26,,79470.2,59988.72,,68771.78,56564.72,85955.98,86428.7,141329.48,,157490.92,,,,,122880.68,,,,,,
E091,CC,,80427.86,144739.74,103472.9,,,79709.96,61665.64,,96193.98,150939.36,,,,,,,,,,,,,
E092,AI,65426.78,78569.1,,68716.41,62590.54,,67603.15,59646.34,64638.26,78163.13,124427.66,,121572.56,,,,,,,,,,,
E092,CS,64939.92,54082.16,78768.16,42209.54,42226.97,,53023.2,41124.65,52943.77,55064.53,98669.99,134331.08,72949.01,,,,,,,,,,,
E092,EC,111851.54,106451.36,,107343.58,90878.52,,108727.58,83039.33,131831.4,103825.37,165433.81,,176475.22,,,,,,,,,,,
E092,IS,70904.87,68543,87317.18,65112.65,55460.57,97384.56,60358.24,53298.66,95531.1,66037.33,127464.23,,144139.66,,,,,,,,,,,
E093,CS,,132118.25,,,,,,91641.21,98142.58,108177.42,127416.75,,,,,,,,,,,,,
E093,EC,,,,,,,,178647.7,,,,,,,,,,,,,,,,
E093,ME,,,,,,,,144277.58,,,,,,,,,,,,,,,,
E094,AI,,,,,,,,157670.48,,,,,,,,,,,,,,,,
E094,CV,,,,,,,,154208.96,,,,,,,,,,,,,,,,
E094,CS,133926.76,101374.39,,128490.76,80964.82,,79681.7,66073.78,101199.44,75316.68,143048.29,,104634.24,,,,,,,,,,,
E094,EC,,,,,,,,188146.69,,,,,,,,,,,,,,,,
E094,AD,,,,,,,,142708.58,,,,,,,,,,,,,,,,
E095,AE,,101073.58,,105163.56,143554.82,,117330.16,107941.31,,,121866.44,,171634.12,,,,,,,,,,,
E095,AI,49101.28,51424.65,121496.64,56868.66,49058.29,,47978.82,43595.31,,53605.62,94856.81,,93628.78,,,,,,,,,,,
E095,CA,58869.48,68051.44,93562.4,62301.58,54045.55,,55714.12,49261.59,73672.9,69932.67,129204.48,,158630.3,,,,,,,,,,,
E095,CV,,,,,,,,185035.46,,,,,,,,,,,,,,,,
E095,CS,44165.36,45484.47,54134.29,40084.03,35760.19,48389.4,38245.86,33706.51,43255.04,45290.31,72230.39,107424.27,64094.58,,58067.48,81828.94,,52476.46,81410.73,,,,,
E095,DS,76568.46,65819.87,89665.24,71258.23,56730.67,,58673.83,53574.2,67015.96,69554.34,134034.84,,113539.12,,,,,,,,,,,
E095,EC,85160.67,81540.68,98684.9,89270.29,74819.08,,67915.39,62272.89,72791.93,73767.61,141391.67,,147230.92,,,,,85042.02,,,,,,
E095,EE,,,,,,,,117263.56,,,,,,,,,,,,,,,,
E095,IS,49716.18,54794.47,66196.51,61234.15,44862.42,,46413.42,43592.68,54039,52450.71,116027.25,134058.55,121248.64,,,,,53361.48,,,,,,
E095,ME,,,,,,,,161622.32,,,,,,,,,,,,,,,,
E095,MT,,,,,,,,170365.76,,,,,,,,,,,,,,,,
E096,AD,63153.52,60289.54,,57100.27,55716.65,,54733.91,51081.99,114828.02,75482.04,95902.98,125398.54,75366.16,,,,,,,,,,,
E096,CV,,,,,,,,171840.11,,,,,,,,,,,,,,,,
E096,CS,45201.53,47673.12,52460.36,39781.34,43049.76,,42761.13,38691.96,42929.83,43960.87,65069.05,105943.68,82459.39,,69396.08,88901.38,,74598.96,94192.42,,,,,
E096,EC,98073.91,92575.71,101475.84,105695.48,78321.47,126754.84,83736.66,71852.3,86575.21,87965.58,159820.22,,162733.09,,,,,,,,,,,
E096,IS,68600.33,65842.83,68804.22,66825.37,54556.08,,59348.05,53799.62,60955.27,61974.96,113691.26,143780.28,153087.54,,,,,65138.86,,,,,,
E096,ME,,,,,,,,148981,,,,,,,,,,,,,,,,
E097,AD,28784.61,31237.8,45617.23,41215.41,25447.35,35148.58,29791.02,24821.01,35241.99,31689.89,69619.14,106371.61,76118.16,,,,,,,,,,,
E097,AI,30271.53,29562.96,34799.37,36608.15,30458.7,,24382.02,23130.22,33693.52,28267.71,62416.49,,69417.42,,,,,,,45448.06,,,,
E097,CS,16494.44,17343.41,22215.03,18201.22,14674.57,,16109.19,13712.45,18992.52,18118.96,39385.51,58357.64,37649.13,,,22872.72,,18457.8,56476.56,,,,,
E097,EC,41024.42,42524.73,50791.09,51430.28,31567.18,,33470.28,30313.8,38007.14,39434.91,94971.13,116879.19,84948.53,,80774.37,52364.32,73172.74,41250.11,117178.56,,,,,
E097,IS,24273.02,22856.84,32850.7,30643.33,19199.64,,19941.23,18097.71,25237.91,22010.02,54831.57,81654.66,62636.12,,,32814.28,71168.12,23713.89,87442.54,,,,,
E097,CA,23930.82,23599.1,,35251.74,20800.28,,22146.56,17940.52,37128.92,29696.36,52397,,,,,,,,,,,,,
E097,DS,25553.02,30087.94,34113.74,25221.84,23652.38,,,20120.58,,26992.08,57262.86,106775.58,63670.7,,,,,,,,,,,
E098,CD,88203.5,91069.84,,74311.1,70587.5,,92581.84,61335.65,92694.4,101632.07,148885.42,,168293.18,,,,,,,,,,,
E098,CV,,,,,,,,191233.68,,,,,,,,,,,,,,,,
E098,CS,38154.54,41372.57,49861.31,34628.53,30529.21,,31570.56,28506.4,38281.23,37200.58,77922.5,118341.69,70075.46,84945.96,,,,,,,,,,
E098,EC,96867.86,90589.85,,88929.39,69371.2,,72168.85,65284.35,74059.8,89023.22,149421.48,,143247.2,,,,,,,,,,,
E098,IS,56047.05,48608.04,54754.73,49313.69,40618.99,,44115.18,39636.9,54984.79,50506.85,112980.91,,152188.68,102979.56,,,,,,,,,,
E098,ME,,,,,,,,194585.12,,,,,,,,,,,,,,,,
E098,DS,52255.24,48933.4,,48543.76,42042.72,,50978.46,39963.22,,59072.74,100982.66,,,,,,,,,,,,,
E099,AI,21716.13,22419.36,35356.67,26846.68,19846.65,,21962.72,18113.07,21992.78,22435.79,55634.75,77314.26,61160.81,,29756.22,40816.08,,,,34144.6,,,,
E099,CO,,35064.44,,38630.68,29843.64,,23624.26,22682.24,41801.74,35097.72,50145.06,,,,,,,,,,,,,
E099,CS,15340.76,13771.02,16701.21,19572.64,11284.22,,12002.5,9594.79,15684.79,14644.43,36119.02,45414.71,30358.44,,19604.86,20533.81,40141.1,15218.31,48514.9,,,,,
E099,EC,29489.93,30491.74,36679.18,48452.9,25669.7,,24759.88,22885.41,31552.28,28304.02,68554.02,112976.77,74534.37,126372.04,,,,30192.68,,,,,,
E099,EE,90288.86,90052.24,,107231.2,66972.41,,71701.59,57565.21,143277.18,84792.22,143846.06,,126579.88,,,,,,,,,,,
E099,IS,17803.46,16428.55,21518.31,21395.99,13958.29,,15738.17,12943.37,18806.85,18317,44798.87,56646.96,44861.06,,,23643.14,34174.66,,,,,,,
E099,ME,,,,,,,,136592.08,,,,,,,,,,,,,,,,
E099,DS,21028.06,22569.74,31499.76,23455.9,18162.7,,21069.14,17211.66,29498.62,26170.74,62977.1,102778.14,67908.46,119014.96,,,,,,,,,,
E100,AI,113303.96,104745.48,,106221.04,111244.19,,143782.76,105277.58,,142446.74,154395.42,,,,,,,,,,,,,
E100,CS,,83616.92,101986.56,80875.26,,,77334.9,69871.88,,76503.94,105166.88,,106395.18,,,,,,,,,,,
E100,EC,,,,,,,,123704.62,,,,,,,,,,,,,,,,
E100,IS,,93337.24,,98342.22,,,,85637.1,,96583.64,139486.78,,141537.08,,,,,,,,,,,
E101,AD,96353.86,70528.68,104809.14,102822.26,66509,,70186.63,63819.24,132747.66,68336.37,126920.96,,,,,,,,,,,,,
E101,CV,,,,,,,,187447.32,,,,,,,,,,,,,,,,
E101,CS,43332.67,53725.64,75879.73,41628.56,44386.85,,44466.59,38808.15,48831.27,44719.45,91691.4,111465.04,80148.93,,,,,46797.13,96262.7,,,,,
E101,EC,109237.95,109054.43,,115279.06,85274.71,,74258.77,69113.65,75210.14,77164.53,139062.52,159956.84,101373.04,104382.36,,,,96320.72,,,,,,
E101,EE,,,,,,,,183361.04,,,,,,,,,,,,,,,,
E101,IS,56307.03,67117.24,92010.89,63829.53,56943,,59657.19,52008.83,,58457.48,110383.23,149130.32,,,,,,,,,,,,
E102,AD,97414.79,70803.86,,71549.14,49475.51,,51406.77,46907.14,,64609.81,115192.31,,134760.3,,,,76095.9,,,,,,,
E102,CA,71410.64,73516.78,115177.02,85797.36,55864.45,96786.54,58319.52,52878.59,71893.98,70541.04,139357.78,,150021.59,,,,,,,,,,,
E102,CV,,,,,,,,173107.58,,,,,,,,,,,,,,,,
E102,CS,57887.36,52270.69667,62254.37,51894.47833,37842.205,,39902.49167,36535.49667,43586.155,44209.70833,88618.205,104846.5,83809.34667,117822.74,,59952.64,47037.04,51914.3,108947.58,,,,,
E102,EC,89844.78,98395,,110240.59,67074.18,77348.46,73376.21,63640.67,88947.28,80213.48,168448.71,,176737.25,,,116136.84,,83544.06,,,,,,
E102,EE,,,,,,,,143334.87,,,,,,,,,,,,,,,,
E102,IS,57016.44,56759.6,71324.27,63242.78,44329.25,,47264.12,42594.9,50494.27,52667.01,128902.68,187123.34,145682.5,,,76052.74,,58384.22,,62189.48,,,,
E103,AD,69448.82,38931.01,85286.12,46045.06,32271.44,,33429.01,30623.18,41684.57,36540.33,84086.84,,,,,,,,,,,,,
E103,AE,134007.28,121989.46,,126902.36,91967.82,,,114279.43,,115410.52,141932.94,,157330.06,,,,,,,,,,,
E103,AI,66813.34,35684.62,57289.04,49582.03,30667.62,,33931.31,28740.78,,38754.66,90919.83,,,,,,,,,,,,,
E103,CV,,,,,,,,192705.38,,,,,,,,,,,,,,,,
E103,CS,25416.37,26889.09,31977.88,30461.9,21232.76,,23370.54,20011.2,28255.22,26100.06,59347.86,80244.68,51765.82,,,37059.45,47779.44,27582.09,96119.14,,,,,
E103,EC,56149.26,47870.36,73426.75,57349.08,36252.51,,39641.54,35076.58,40732.66,42898.02,109704.22,147756.52,112658.31,145586.62,93744.02,61922.04,,46406.42,,,,,,
E103,EE,128807.82,105071.92,,,,,98545.56,88807.7,99197,98196.34,164436.94,,,,,,,,,,,,,
E103,IS,38247.07,35020.47,40988.39,44061.11,26967.61,,29319.21,25707.21,35221.71,34666.81,87622.57,117517.1,92421.74,117170.6,,,,44497.98,132883.98,,,,,
E103,ME,,,,,,,,187498.51,,,,,,,,,,,,,,,,
E103,CA,29919.56,37118.88,,41508.24,27525.9,,32487,26648.7,,35141.96,87611.54,,,,59506.58,,,,,,,,,
E104,CA,66659.66,80291.04,,93192.94,64643.59,,70337.13,62169.42,,72577.77,131480.24,,,,,,,,,,,,,
E104,CV,,,,,,,,185535.35,,,,,,,,,,,,,,,,
E104,CS,53704.1,62000.64,72263.47,59784.58,49483.67,,51518.91,45216.43,47677.26,50894.04,88932.31,109456.26,87099.58,,,97453.92,,59187.55,,,,,,
E104,DS,,81043.07,132305.88,86042.42,72517.59,,77118.36,68589.99,86831.68,88417.84,142518.75,,145511.94,,,,,,,,,,,
E104,EC,110786.33,101056.52,156474.4,117016.42,84370.32,,99644.29,92121.605,107366.75,98247.49,156373.67,,164376.17,,,,,,,,,,,
E104,IS,70729.92,63760.11,,73965.64,59503.04,,58088.61,56686.75,81496.9,58796.69,107964.34,,98250.8,,,,,,,,,,,
E105,AD,18774.54,16755.3,26292.47,19686.86,14594.64,,17991.84,14008.01,22367.04,18073.28,46709.4,76750.98,27494.24,,,,,,,,,,,
E105,AE,81967.56,113255.11,,92954.07,75833.86,,85954.03,66285.65,,91765.28,98687.77,148788.14,134024.43,,,,,,,,,,,
E105,AI,17098.06,18621.21,31602.87,23010.39,14411.65,,14401.7,12932.51,,18935.4,43477.39,105697.18,,,,,,,,,,,,
E105,CV,,,,,,,,169363.29,,,,,,,,,,,,,,,,
E105,CS,12442.71,12729.13,14426.56,15453.4,9922.4,,10038.83,8996.9,12589.78,10901.68,30156.84,37032.35,26666.8,36806.76,16255.86,14794.06,,,44609.12,,,,,
E105,EC,25475.96,24304.99,31652.6,30064.94,20794.08,,20745.01,19385.51,24121.63,26358.21,59581.75,90434.19,68008.86,,,44824.31,,27890.25,102433.53,,,,,
E105,EE,75023.26,84210.04,,71117.44,74008.94,62512.64,65971.53,55376.78,110009.62,81184.04,113754.48,,137976.46,,,,,,,,,,,
E105,IS,32325.99,35623.07667,18343.78,30876.66667,24919.93167,16069.25,26108.675,24259.82,36254.35833,36697.04333,64718.67667,59843,44429.56,,22444.81,24847.85,,15272.24,76255.21,,,,,
E105,ME,,,,,,,,128462.17,,,,,,,,,,,,,,,,
E106,AD,68788.41,72646.16,,95875.93,61339.57,,65955.15,61191.42,92361.79,86620.22,149489.84,,148378.4,,,,,,,,,,,
E106,AI,73979.91,78033.44,,77426.49,68517.68,134810.42,58302.1,54454.47,,66867.86,125559.13,,139250.09,,,,,,,,,,,
E106,CV,,,,,,,,127452.62,,,,,,,,,,,,,,,,
E106,CS,60776.05,46061.22,63413.43,58474.52,40368.84,,42634.78,39207.64,53401.05,51797.08,94780.46,107384.07,86782.95,,76251.74,63762.38,,55217.23,115976.92,,,,,
E106,EC,100925.68,127012.61,,122811.37,89429.52,,89139.14,82160.52,99832.12,111578.25,168907.88,,183465.03,,,,,,,,,,,
E106,EE,,,,,,,,160836.7,,,,,,,,,,,,,,,,
E106,IS,68570.89,63770.48,74117.49,70329.45,53221.89,,53198.6,51748.45,72014.16,66227.33,123133.08,155559.92,128665.68,,,,,,,,,,,
E106,ME,,,,,,,,181989.8,,,,,,,,,,,,,,,,
E107,AI,21201.08,25586.89,34378.29,27297.69,20821.38,,20106.5,18918.61,22776.41,23260.81,74534.88,,78848.2,,,,,25536.45,,,,,,
E107,CS,15344.51,15954.17,19530.91,13861.46,12193.56,,13262.93,11667.12,17363.04,15564.07,45686.1,49015.7,36502.89,49888.16,27038.84,22103.71,,16667.89,61930.02,,,,,
E107,EC,25968.56,31371.71,44529.84,43411.42,22700.71,,23230.99,21246.44,33151.68,27678.39,78708.63,112912.77,81153.18,,,,,,96138.98,,,,,
E107,EE,76241.56,79068.08,,97265.6,73017.42,,51159.98,53864.39,114471.36,73364.8,124364.45,,149650.26,,,,,,,,,,,
E107,IS,15938.88,17720.57,21583.4,27856.25,12976.13,,14238.67,12549.18,24694.12,17380.17,51627.95,71184.12,54780.06,,,,,,,,,,,
E107,ME,,,,,,,,188604.96,,,,,,,,,,,,,,,,
E108,BT,,136894.1,,129437.64,164724,,,149094.61,,178476.28,179479.22,,,,,,,,,,,,,
E108,CV,,,,,,,,180354.04,,,,,,,,,,,,,,,,
E108,CS,32201.53,33692.73,36813.2,42244.78,26158.03,,28297.05,25085.27,26584.66,31282.13,64771.73,84774.73,53610.04,,,65985.34,,52430.3,,35871.34,,,,
E108,EC,59347.3,58648.51,74615.55,89026.6,48536.1,,48236.28,44424.29,57034.44,52869.02,133432.72,,159071.35,,,,,,,,,,,
E108,EE,,,,,,,,187814.54,,,,,,,,,,,,,,,,
E108,IS,45749.93,41675.76,49854.84,51462.63,32353.07,,34940.1,31565.23,42720.41,38794.06,101605.32,162065.74,89853.71,,50815.56,53863.48,,,,,,,,
E108,ME,,,,,,,,174270.7,,,,,,,,,,,,,,,,
E109,AI,110489.42,113670.71,,100333.39,98113.68,,105286.44,89840.89,,,145164.83,,,,,,,,,,,,,
E109,CS,83597.18,92215.54,110416.44,86449.42,72863.92,,76367.97,71055.01,84418.9,84660.73,122950.9,,115465.52,,,,,89419.95,,,,,,
E109,EC,,129890.74,,,,,,125944.02,,,,,,,,,,,,,,,,
E109,IS,90024.27,103944.74,123347.62,114068.34,87521.8,,89105.56,84978.65,110768.14,106139.54,151060.3,,176408.46,,,,,,,,,,,
E111,CV,,,,,,,,147859.04,,,,,,,,,,,,,,,,
E111,CS,58675.95,56214.62,75003.87,64382.83,43156.37,,47921.38,41395.43,63446.86,49300.55,96612.98,139972.31,79799.11,,,111017.68,,58409.88,,,,,,
E111,EC,115859.98,114440.99,,92504.97,91083.07,,118638.94,87403.16,95633.44,113286.93,170340.4,,172423.88,,,,,,,,,,,
E111,IS,59163.87,63716.59,141054.98,58611.18,47625.39,,55892.47,47124.9,72060.36,55734.41,102853.12,,,,,,,,,,,,,
E111,ME,,,,,,,,165682.66,,,,,,,,,,,,,,,,
E111,CY,98860.1,88378.66,,118485.44,69322.12,,79395.34,65180.76,,71881.76,125792.9,,,,,,,,,,,,,
E111,DS,79802.36,86821.1,129435.22,87357.06,,,64360.76,60351.52,,72817.24,147532.98,170758.44,100904.96,,,,,,,,,,,
E112,AI,115112.74,95875.65,,103711.6,,,,76781.92,121113.74,87179.58,132383.28,,161520.38,,,,,,,,,,,
E112,CS,91310.6,83585.12,87600.98,76389.17,59418.38,,63617.46,57461.08,65888.7,77563.76,106101.78,130436.36,115965.72,,,,,81561.66,140981.9,,,,,
E112,EC,,,,,,,115495.32,111698.29,,,168921.86,,,,,,,,,,,,,
E112,IS,89928.94,97256.08,,83664.4,69156.02,,69906.83,67227.88,,84094.04,130140.03,,,,,,,,,,,,,
E113,CV,,,,,,,,174547,,,,,,,,,,,,,,,,
E113,CS,82130.38,84560.17,96523.36,86620.12,66053.59,84057.3,72228.78,62630.1,76338.44,77127.55,122763.78,,109649.49,,120863.06,,,82916.79,174206.88,,,,,
E113,EC,,,,,,,,127705.27,,,,,,,,,,,,,,,,
E113,IS,125866.94,87691.69,,85398.94,71654.74,,75153.56,71267.09,71954.16,96797.49,146711.02,,,,,,,,,,,,,
E113,AD,,,,,,,,94501.5,,,,,,,,,,,,,,,,
E113,AI,,,,,97906.92,,,86538.46,,100934.3,,,,,,,,,,,,,,
E113,CY,106347.86,99133.96,,108660.76,91058.62,,,83516.94,,,142129.34,,,,,,,,,,,,,
E114,AI,53282.35,62183.75,,65442.18,62991.84,,51539.34,49986.41,54471.89,57289.09,128270.1,139896.06,118547.06,,,,,,,,,,,
E114,BT,,,,,,,,181734.17,,,,,,,,,,,,,,,,
E114,CV,,,,,,,,184942.74,,,,,,,,,,,,,,,,
E114,CS,31892.95,36785.53,41972.6,31971.51,38388.17,,28218.11,26772.34,30998.35,31509.26,75726.28,81539.8,45544.92,,35944.38,42853.64,40842.2,,,,,,,
E114,EC,64038.85,65127.15,78025.4,53727.24,45482.38,,46206.92,44615.44,59236.95,55591.13,114790.08,120612.48,90437.25,125152.58,,,,62445.03,,,,,,
E114,EE,124286.34,104720.34,,114054.44,,,116809.64,96597.88,,93734.62,145684.36,,126278.84,,,,,,,,,,,
E114,IS,47676.03,41238.55,59306.87,40388.01,38449.74,,35973.03,34324.51,,36955.47,98543.06,,57745.32,,,,,,,,,,,
E114,ME,,,,,,,,178246.03,,,,,,,,,,,,,,,,
E114,RA,,,,,,,,185706.09,,,,,,,,,,,,,,,,
E115,CV,,,,,,,,181588.25,,,,,,,,,,,,,,,,
E115,CS,23079.4,22441.13,30115.65,25118.77,18596.13,,19663.79,16817.49,26043.8,20305.1,54024.7,72217.8,53991.54,,38446.86,29814.47,,21849.44,71351.7,,,,,
E115,EC,64840.2,44313.84,56865.77,71283.45,35891.41,56360.9,39762.55,34222.52,41915.9,42762.42,103056.22,145935.96,83555.26,,,,,,,45690.68,,,,
E115,EE,,,,,,,,103451.03,,,,,,,,,,,,,,,,
E115,IS,27627.83,30328.03,38369.67,45274.25,23187.31,,24461.84,22949.67,34572.01,28972.22,86676.69,126846.23,77762.79,161966.88,,44823.62,,32951.88,106753.24,,,,,
E115,ME,,,,,,,,172010.32,,,,,,,,,,,,,,,,
E115,AI,31563.26,32802.76,,45418.24,27462,35123.58,,26444.02,41649.86,30698.5,84491.02,,,,,,,,,,,,,
E115,DS,32136.76,33460.68,,54234.76,,,29663.22,25898.4,,32537.66,85584.5,,93590.68,,,,,,,,,,,
E116,CS,102229.44,92079.44,106138.72,105879.74,72699.74,,74553.16,65154.36,79950.83,82854.23,124372.38,180132.14,114215.98,,,,,93070.28,,,,,,
E116,EC,,,,,,,,135305.02,,,,,,,,,,,,,,,,
E116,CA,,,,,,,,128612.46,,,,,,,,,,,,,,,,
E116,DS,,134662.24,,,123914.84,,109465.1,106386.06,,110523.78,166650,,,,,,,,,,,,,
E118,AI,31218.28,36350.26,55648.78,37931.98,23146.64,,27708.16,19556.16,35799.76,32050.34,85536.4,143779.98,57446.66,,,,,36918.76,,,,,,
E118,CV,,,,,,,,181362.79,,,,,,,,,,,,,,,,
E118,CS,13872.07,12828.78,16932.43,19127.55,10435.11,13980.48,11240.89,9114.79,13483.35,13148.19,37494.48,47537.75,32863,,15789.12,17534.38,,14016.2,47009.98,,,46131.98,,
E118,DS,22110.46,23536.09,31974.91,39083.64,18961.39,,19776.2,16561.21,24717.91,21865.16,66662.44,112326.54,80900.38,,33792.02,,,,,,,,,
E118,EC,27570.86,27028.34,29949.77,41727.14,22708.85,,25074.42,21049.77,31173.98,27387.42,76278.04,104133.09,84108.67,99849.72,,49119.47,,31010.67,98151.78,,,,,
E118,EE,153097.1,73563.08,,99146.44,72289.07,,68831.72,56558.25,,72674.71,141385.86,,,,,,,,,,,,,
E118,IS,17132.48,17628.24,21305.25,26125.86,13577.17,17033.84,13845.18,12837.49,19046.39,16312.54,51553.39,77070.87,56478.74,86596.78,20281.66,28612.62,77993.06,,75678.73,,,,,
E118,ME,,,,,,,,190605.71,,,,,,,,,,,,,,,,
E118,AD,24739.42,22923.4,27963.78,,19163.38,,17492.06,16368.18,,21193.8,57955.02,,,,,,,,,,,,,
E118,CY,24819.62,24872.58,,41498.6,20261.56,,20697.8,17845.98,,29005.46,74767.3,,69451.66,,,,,,,,,,,
E119,CS,,122190.66,,91626.22,,,,78238.38,,90492.99,116842.38,,,,,,,,,,,,,
E119,EC,,,,,,,,157477.59,,,,,,,,,,,,,,,,
E120,CS,131630.08,129087.1,,94834.74,94376.8,,93264.32,90542.75,104718.16,103586.74,162311.63,,,,,,,,,,,,,
E120,EC,,,,,,,,188123.74,,,,,,,,,,,,,,,,
E121,AI,137839.33,,,149273.58,118217.63,,83147.88,72629.83,151564.24,109624.9,153034.57,,88547.64,,,,,,,,,,,
E121,CV,,,,,,,,138647.16,,,,,,,,,,,,,,,,
E121,CS,62805.76,95186.59,120634.38,112267.46,83842.52,,73953.47,44914.44,47674.91,54142.8,148708.74,,61583.83,,,,,70034.72,,,,,,
E121,DS,,129132.76,,120026.72,85024.24,,127369.05,101760.65,,132477.27,,,151556.3,,,,,,,,,,,
E121,EC,,,,,,,,177229.22,,,,,,,,,,,,,,,,
E121,ME,,,,,,,,175661.03,,,,,,,,,,,,,,,,
E123,AI,88806.94,83856.07,,99237.8,63516.17,,72739.72,57272.83,60865.46,73061.27,,,,,,,,,,,,,,
E123,CB,120851.8,135179.45,,,,,117573.68,89725.35,,98053,176836.86,,,,,,118630.22,,,,,,,
E123,CD,109431.49,94902.77,,128960.74,,,90730.84,78083.55,87705.72,84072.66,,,,,,,,,,,,,,
E123,CS,39544.39,48569.07,50232.96,54332.79,44523.02,,42542.04,36815.35,40994.54,39637.38,150601.77,,110847.54,,,45236.16,,48267.92,,,,,,
E123,EC,,107043.56,,,114024.54,,133545.38,95743.29,,104610.08,,,,,,,,,,,,,,
E123,IS,54383.18,61263.12,66085.76,,53342.4,,58411.27,47734.46,54385.09,52983.67,181560.02,,,,,,,,,,,,,
E124,BM,,,,,,,,186018.33,,,,,,,,,,,,,,,,
E124,CS,77685.84,80540.31,86067.25,68180.63,70368.16,,67279.89,65681.65,71255.23,72456.64,111885.17,126362.14,100158.45,,,,,90911.22,,,,,,
E124,EC,,,,,,,,115053.91,,,,,,,,,,,,,,,,
E124,EE,,,,,,,,179380.26,,,,,,,,,,,,,,,,
E126,AI,18018.84,15724.1,27103.2,17969.73,11868.83,,13112.75,10733.41,18066.48,15905.53,45647.47,74728.05,41624.16,,,,,,,,,,,
